review_date,review_title,review_comment,review_rating,review_helpful,review_total_votes,reviews_if_spoiler,review_link
27 June 2011,"""In Brightest Day...""",I have the Green Lantern Comics Numbers 49 51 circa 1993 where Hal Jordan goes crazy and smashes the main power battery on OA and gives up his GL status to a new Green Lantern But Hal Jordan has always been Green Lantern to me even with other people putting the ring on over the years This film accounts the story of how Hal Jordan was chosen by the ring as the dying Abin Sur sends out the ring to find a successor Not to get into too much of a spoiler here so I won t say how that happens in the film which is slightly different than the original Origin or Green Lantern stories I have read when I was a kid suffice it to say the people who made this film had 5 decades of Green Lantern stories to get into a 2 hour film And they did it good I saw this in 3D and it was adequate 3D the look of Green Lantern was sort of a blend of all the different changes in costume he had over the years Ryan Reynolds was a very good Hal Jordan and Blake Lively a very very good Carol Ferris A lot of the characters from the comics are in this there is a Pieface but he is not Asian there is an appearance by Sinestro who in this film is the head of the Green Lantern Corps which includes veteran Green Lantern Tomar Re voiced by Geoffery Rush and Micheal Clark Duncan voicing Kilowog all much loved GL characters and the appearance of the Green Lantern Corps was a very good idea The Guardians of OA looked much like they looked in the comics they named none of the Guardian Actors save Warren Burton and Salome Jens who was the main Shape Shifter in Star Trek Deep Space 9 the rest of them are well they are just Guardians the evil entity Parallax was voiced by one of my favourite actors Clancy Brown As far as Production some great names popped out during the credits James Newton Howard did a very good score on par with his King Kong score and the whole production was designed by another who worked on King Kong Oscar winner Grant Major who had that same job in Lord of the Rings trilogy And the costumes were done by another Lord of the Rings veteran Ngila Dickson another Oscar winner As far as the director I had never heard of Martin Campbell except for Casino Royale and Vertical Limit but one name did pop out Stuart Baird a veteran Editor who has edited some great films all the way back to the Donner version of Superman II Gorillas in the Mist and of course he directed Star Trek Nemesis which I rather liked Green Lantern being one of my favourite comic books when I was a kid I was very gratified to see this film They really did not take very many liberties with the stories which they cultivated to make this film so I give it a 10 Mostly because I can care less what anyone s lame gripes about this film are I thoroughly enjoyed it it was done very well,10.0,67.0,93.0,False,https://www.imdb.com/review/rw2450139/?ref_=tt_urv
20 December 2012,""" There is a great power which fears only the Power of my Ring """,In 1938 comic Imigination arrived at Dectective Comics with the Introducted of the Dark Knight also called The Batman Before long a plethora of others soon followed among them was the mysterious Green Lantern Hal Jordan AKA Green Lantern are both played by Ryan Reynold The story reaches back to the 20th century and the space age Here we find our hero and his special selection by a celestial being who reaches into his chosen s human heart to learn that he possesses true Courage and no fear That then is the primary ingredient for his selection and the gist of the legend Once you enter the myth of the Green Lantern you also enter the vast din of the Universe and it s mystical powers where beings from other planets are collected to fight their Nemesis Fear This film does it s best to take our Hero and the audience to their world and the battlefield of the Universe It s a fabulous journey and one which is responsible for the enjoyment of the cinema A great slice of DC comics transformed into the stuff of imagination and the world of Entertainment Recommended to all,7.0,25.0,32.0,False,https://www.imdb.com/review/rw2722679/?ref_=tt_urv
24 June 2020,I wanted a sequel!!,I saw this in the theater a thought it was really good my introduction to the character I really wanted to see Sinestro go bad in a sequel Oh well Was it as good as it could ve been well no but what movie can you not say that about That list is not long I thought Reynolds was great as well as the rest of the cast While I certainly wouldn t want to have derailed the Deadpool movies I really wish this had been more successful I don t know why it wasn t I mean the first Fantastic Four movie had a sequel and while I liked that one this was way better Anyways Go watch it,7.0,6.0,6.0,False,https://www.imdb.com/review/rw5851984/?ref_=tt_urv
31 May 2022,I liked it!,I liked this movie the first time around and now on a rewatch yup still liking it Sure the CGI isn t great but it s a good story with an excellent cast I would love to see a sequel with the original cast made to today s standards This movie is 11 years old CGI has cpme a long way Critics got it wrong to shoot this down so hard Damn Ryan Reynolds and Blake Lively together That makes up for the suit Lol,10.0,12.0,13.0,False,https://www.imdb.com/review/rw8190764/?ref_=tt_urv
22 November 2017,I don't understand the hate for this film,As I have mentioned at the top I honestly don t understand the hate for this Personally this is one of my favorite DC live movies of all time I have to admit as well Green Lantern is my favourite member of the whole Justice League When this movie was released I had no interest in DC but in 2015 I actually sat down and watched the whole and I liked it The movie had good effects story acting and costume for the lanterns I actually liked Ryan Reynolds as Green Lantern considering he was very cocky but he is better as Deadpool at least I also liked the woman who was Carol Ferris in the movie Temura Morris who was Abin Sur he also played Boba Cody the clones and Jango in star wars and he will be Aquaman s dad in the Aquaman movie Also Mark Strong did a good Sinestro it is a real shame this movie never got a sequel because I would have been interested to see how he would have handled the evil side of Sinestro I also think Clancy Brown did good voice work as Parallax the whole fight with him was the best part Overall it was an awesome movie don t listen to the hate if you are a green lantern fan then you might like this I just hope DCEU find a better Green Lantern for The Green Lantern Corps 2020 and Justice league 2 movies,10.0,9.0,10.0,True,https://www.imdb.com/review/rw3864768/?ref_=tt_urv
28 April 2020,Better than critics say.,This movie wasn t that bad Idiot critics and media gave it the negativity Most I know that have seen it liked it,8.0,27.0,33.0,False,https://www.imdb.com/review/rw5686223/?ref_=tt_urv
20 June 2011,Movie could have been so much better,As someone who s followed Green Lantern a little bit of a decent amount not big but fairly decent for DC character I liked some things about the movie but I definitely say that it could have been made better both for casual fans non GL fans or hard core ones Good points 1 It stuck fairly consistently with the mythos of the origin and Planet OA 2 Ryan Reynolds did decently as Hal Jordan though he fits more with the Kyle Rayner Guy Gardner type than Jordan but I wish he was more serious though non GL fans couldn t care less about this 3 Blake Lively was eye candy super hot but not much else 4 Green Lanterns Tomar Re Kilowog and Abin Sur were damn good but didn t have enough screen time to be significant 5 Mark Strong s Sinestro was excellent 6 Hector Hammond was well portrayed by Peter Saarsgard though it lacked a proper finish 7 Good supporting cast from Tim Robbins Sen Hammond to Angela Bassett Amanda Waller 8 Green Lantern s costume was wicked 9 Visual CGI effects were pretty good Bad Points It tried to fit too much into one movie moving back and forth from Earth and outer space OA thus there was no proper flow like when there was a build up of momentum things go slow or boring or from serious to funny without proper pacing too many stories were crammed into one movie Humor was misplaced at times good peg is Thor which had it in the flow rather than contrived forced Parallax looked comical scary at times but only a couple of times Like Iron Man 2 I wish the fight scenes were so much more they spent too much on the set up that the fights were short and could have been so much more and elaborate Some scenes and even some characters were not necessary Hal s best friend even some scenes with Blake s Carol Ferris were not needed they should have added more action instead Summary visual effects actors GL base story good But the way the writers and director put things together were a mixture of various plots and subplots crazy glued into one movie for pure entertainment Kids will enjoy it but adults likely will not This is a summer of superheroes with 3 down and one more to go well technically 5 with Transformers if you re thinking comic book stories so it s quite impossible not to compare them to each other The director is known to direct good flicks like Goldeneye and Casino Royale two good movies but I wish he did more studied more had split up more stories to be more single minded and not work on a cluttered material,6.0,147.0,198.0,False,https://www.imdb.com/review/rw2446265/?ref_=tt_urv
23 October 2011,A Hero Is Born,The Guardians of the Universe have divided the Universe into 3 600 Space Sectors each one protected by one powerful Green Lantern selected among fearless beings and with superpowers supplied by a ring fed by the willpower from the planet Oa When the evil force Parallax that is fed by fear destroys several Green Lanterns the member Abin Sur Temuera Morrison flees in his spacecraft but crashes on Earth Deadly wounded his green ring seeks out a successor for him and finds the reckless but efficient test pilot Hal Jordan Ryan Reynolds Hal Jordan learns about the Green Lanterns and is bestowed with the powers of the ring Meanwhile the scientist Hector Hammond Peter Sarsgaard is summoned to make an autopsy of Abin Sur and is possessed by Parallax Hal Jordan is insecure about his fears and uses his powers for the first time in a party to save the life of people from a Ferris Aircraft helicopter damaged by Hector and later he discloses his identity to his former colleague Carol Ferris Blake Lively who is the beautiful daughter of Carl Ferris Jay O Sanders and his love When Parallax threatens Earth the Green Lantern Hal Jordan is the last hope to defend his planet from destruction Green Lantern tells the story of how Hal Jordan becomes the Green Lantern I am not a follower of this hero and I had a slight idea about his origin The story is entertaining and Ryan Reynolds has a good performance in the role of a hero Peter Sarsgaard is a weak villain but the gorgeous Blake Lively has grown up from The Sisterhood of the Traveling Pants and has a good performance in the role of Carol Ferris The cast has Tim Robbins and Angela Bassett in supporting roles and the film is nor bad as mentioned in many reviews My vote is six Title Brazil Lanterna Verde Green Lantern,6.0,12.0,16.0,False,https://www.imdb.com/review/rw2507049/?ref_=tt_urv
28 March 2018,Underrated,Not the best superhero movie of all time but this was a lot of fun Ryan Reynolds is hilarious and a lot of the action is great You can also tell that the people who made this film were actual fans of the character and his history staying relatively faithful for a movie to the source material and comics I wish they had done another one,9.0,32.0,38.0,False,https://www.imdb.com/review/rw4107357/?ref_=tt_urv
14 September 2020,Movie came 5 or 6 years too early,This movie became a meme when it came out Even using it for punch lines and promos for Deadpool Its light hearted approach would fit perfectly into MCU I know its DC The reason this movie really got slated on release is down to timing We just had the Dark Knight in 2009 I think and in 2012 the Dark Knight rises So that dark and serious Nolan style was all the rage I remember complaints like its too cartoony Not sure how else you can show the Lanterns power without it Recent reviews with this being on Amazon are much better averaging at 7 out of 10 Thats where I d put it Its better than a lot of the marvel stuff in recent years Maybe DC will reboot it who knows,7.0,10.0,10.0,False,https://www.imdb.com/review/rw6093284/?ref_=tt_urv
21 December 2013,Not as bad as Critics say,There are some good and some bad The CGI is too dark lighting wise and the green makes it look too fake cartoon like It s watchable but it doesn t inspire The Green Lantern manifestations make the action rather random I could tell they spent lots of money on the CGI I m just not certain it was the most compelling creations Parallax also look very much like a cartoon instead of something menacing Ryan Reynolds is a good actor He s making Hal Jordan a jester It s in Reynolds DNA and I don t think he could stop anyways Blake Lively is not my favorite actress She does slightly better than I expected Basically she does a girlfriend role without much heat Peter Sarsgaard is also functional as the weaselly Hector Hammond I can certainly see others who could do the villain role much better There may be too much going on for a single movie But it could still be followed quite easily I m just not sure if all the elements are given enough attention I do like the theme of fear and the will to overcome those fears It s a little ham fisted but it still works Overall it s an average superhero movie with some minor flaws,6.0,6.0,7.0,False,https://www.imdb.com/review/rw2926037/?ref_=tt_urv
5 October 2011,A World Of Overreaction,While I admit this movie had it s flaws I do strongly believe this movie has been vastly underrated by the public Unfortunately Green Lantern came at a time when comic inspired novels have been done almost to death While most done quite brilliantly most being the operative word here Green Lantern I believe did not live up to the expectations we now have of comic adaptations Ryan Reynolds as Hal Jordan was a great choice for the role of The Green Lantern the character arc while helping you to understand the character of Hal Jordan was sufficient I do believe they could of well exceeded what they did For a story as immense as the Green Lantern I believe that the close to two hours was to short to completely describe and help understand the Green Lantern universe The length I believe to be the biggest drawback in this movie In my opinion the movie should of been closer to the length of The Watchmen to completely illustrate the complexity and brilliance that the Green Lantern universe really is For me I believed the hype going into this movie I had a completely closed mind and fully expected this movie to be as one critic described it Green Lantern The worst comic book movie ever made Honestly I have to say that I m glad that I read that review before viewing this movie as it made it all that sweeter when the movie went beyond all I thought it would be and greatly impressed me I m sorry that this movie was received so badly because the chances of seeing a sequel have dropped and in a universe where anything is possible I think we will miss out on all that the Green Lantern franchise could be,7.0,138.0,152.0,False,https://www.imdb.com/review/rw2498656/?ref_=tt_urv
19 June 2011,It's Not Easy Being Green.....,I went to see Green Lantern because a friend of mine was boycotting DC for such a long time because there has been no release of a Green Lantern movie Sure there were plenty reincarnations of Batman and Superman but where s Green Lantern Someone out there listened to his plea and the result is this A mess I will go on record to say that it s at least enjoyable Even though the movie seems to be everywhere in its storytelling with characters being underdeveloped and random things just happening I would say that during this movie I had a hard time finding a bathroom break I was at least interested to see where the movie is going Let me try to explain this movie There is this elite group of Green Lanterns led by Sinestro well played by Mark Strong who are having a hard time beating this giant alien in the Milky Way called The Parallax So when their alien friend who s name I cannot remember falls to earth and dies his ring is sent out to choose a new victim and somehow it chooses Ryan Reynolds Mr Reynolds discovers that he has a new ability and that he is the earth s only hope but he can t handle that until the end of the movie Not only that but some doctor guy turns into an evil alien which I guess is controlled by Parallax and Ryan has to stop him too I must say that I was intrigued by the doctor subplot where he is not accepted by his father Tim Robbins and slowly goes insane until he turns into John Travolta from Battlefield Earth I also liked seeing Ryan Reynolds in the movie because he brings energy to what could otherwise be a boring movie and I was enjoying both stories that were coming along The problem is that the whole movie felt disjointed and not only did scenes felt random but events turn random too Like the scene where Reynolds is chosen by the ring It just happens out of nowhere One minute he s talking to this kid which never served much purpose to the film and then all of a sudden he s walking and gets carried away in green light to that dying alien dude This happened in more than one occasion Also the CGI was all over the place even on Reynold s outfit and it s rather distracting It s very vibrant and colorful which is good but it looked very cartoonish and took me out of the film I also mentioned that the characters are underdeveloped which goes a lot to Sinestro and that Parallax thing they are trying to fight Heck even the love interest felt underdeveloped By the end of the film I felt like I barely knew the characters with just a likable performance by Ryan Reynolds However Green Lantern isn t boring just purely average I think the reason why I sort of liked this film was that I went into it not expecting much I already had groups of people telling me that this film is awful before its release so I ended up getting a little more than I expected Just a little It was still entertaining to say the least,5.0,102.0,157.0,False,https://www.imdb.com/review/rw2445636/?ref_=tt_urv
11 August 2011,Not another green movie...,Another in a long line of comic book films released this year Green Lantern unfortunately doesn t compare to Thor X Men First Class or Captain America Had I seen Green Lantern before seeing those other three films perhaps I wouldn t be as critical of it But those previous movies set a high standard that this latest comic book movie doesn t quite reach I feel a large part of why GL isn t as successful as the films before it is the pace and editing A film about aliens space police and a ring that can transform thought into reality should all come together to make one hell of an interesting film but somehow the movie suffers from a seemingly sluggish pace in the beginning thanks to a rather snore worthy voice over explaining things that we need to know before anything really interesting happens Starting movies with prologues exposition can be interesting but this one manages to make everything that should be interesting somehow dull It s actually very disappointing given that director Martin Campbell was behind two of the best Bond movies ever Goldeneye and Casino Royale Those films never had a dull moment in them whereas GL seems to have too many I m one who hadn t known the first thing about Green Lantern having never read the comics before seeing this movie Having heard the name a while back I figured it was just some dude who liked the colour green and walked around with an old timey lantern Luckily it s a bit more interesting than that It actually involves a ring and a human Hal Jordan Ryan Reynolds who the ring chooses to join an intergalactic military police force known as the Green Lantern Corps Turns out I wasn t entirely wrong as there is indeed a lantern involved but thankfully it s not old timey and he doesn t just carry it around with him wherever he goes Though he does swear an oath to it one of the lighter moments in the film Reynolds wasn t apparently many people s ideal actor to play Hal but I think he serves the role of the jet fighter test pilot turned universe protector well Yes he does play a bit of a jerk and he does have some funny lines but he s also believable in the more serious moments When he recites the oath for the second time you know he s grown as a character Reynolds is convincing in his portrayal of Hal s flaws as a person and by the end you re on his side The lovely and very aptly named Blake Lively is a breath of fresh air livening things up and injecting some much needed energy into the otherwise kinda dull proceedings As Carol Ferris she s not only a fellow pilot with Hal but also someone with whom Hal has a history Not just another ordinary boring love interest she s able to stand up to Hal not take his crap and can handle herself admirably Best of all though She s no idiot Most awesomely Hal s lame Superman in glasses like attempt to cover up his identity with nothing more than a small green mask doesn t work on Carol As she says she s known him her whole life and not being able to see his cheek bones isn t going to fool her She immediately recognises it s him Other superheroes love interests would do well to learn from Carol take note Lois Lane The scene where he tries out his best Batman voice on her after having earlier rescued her in public from a crashing helicopter by creating a race track for it to land on is one of the best in the entire film Carol s reactions to seeing through Hal s mask are really quite good amusing It s one of the more unique things about the film where most tend to have the love interest remain in the dark or look stupid for not having figured out things early on I liked how Carol wasn t just giving Hal crap nonstop but also encouraged him saved him Lively and Reynolds have decent chemistry and share some good moments together Though the rest supporting characters both human alien are all rather average This lack of character development lets the film down It also doesn t help that the villain s of the film are among some of the most non scary laugh worthy villains ever to appear in comic book films up there with Green Goblin Parallax is nothing more than a big angry dust cloud that zaps people with yellow You know you re in trouble when this is the Big Bad of the movie The film s Little Bad is hair sniffer Hector Hammond Peter Sarsgaard who becomes infected by Parallax and gains telepathic telekinetic abilities as a result but also literally gets a big head doesn t really seem like a fair trade off Our fat headed villain is gross to look at but other than that he s not particularly effective He s just another poor sod with daddy issues and bad luck He shares minimal dialogue with Hal and Carol and yet we re supposed to buy them as people who know each other well The only real tense moment I felt involving them was was when Hector s threatening to make Carol like him something no SANE person would want to see happen What I felt really let the film down was the pacing Things seem to be shown to us in a strange order a lot of the time and it just feels off I will say that the movie did allow for some interesting uses of CGI the constructs Hal forms with his mind the ring are pretty exciting creative The flying was also good And it makes sense his costume looks the way it does since it s created out of energy This isn t a bad film as such it just isn t all that it could have been Still here s hoping that a sequel improves on it Despite all the flaws I do wish to see Hal Jordan and Carrol Ferris again Until then go green,7.0,18.0,24.0,True,https://www.imdb.com/review/rw2472724/?ref_=tt_urv
28 October 2011,Traditional For A Super Hero Movie,I just watched this new Green Lantern film on VCD just a few days ago and I figure this one has pretty much everything people can expect from a super hero movie For instance there are a couple of times where the title character gets into near death experiences but was able to get out of it a very essential theme for films of this genre Another great theme used shows how the hero went from being a misfit to someone worth being part of the fighting force There s probably a number of explanations why this film did little in the box office But I figure the most logical reason might be that the title character isn t as famous as those other DC Comics heroes I mean I ve been hearing about Superman and Batman when I was a kid As for Green Lantern I never heard of him until the Justice League series appeared in Cartoon Network Anyway I do find that green guy cool to watch,9.0,10.0,11.0,False,https://www.imdb.com/review/rw2509741/?ref_=tt_urv
25 June 2011,"Brightest Day, Darkest Night",In Brightest Day In Blackest Night No Evil Shall Escape My Sight Let Those Who Worship Evil s Might Beware My Power Green Lantern s Might The motto that has the Summer of 2011 talking about What is it about evil that it can be nothing but good I can only guess two words pure evil The bright part I didn t expect it to be green I expected it to be white But what do I know I do know that this movie has surpassed the other super hero movie Thor by a landslide Ryan Reynolds yes sir you talk about doing the green suit justice The radar has been lifted and it can never be down thanks to this great actor This movie was in one sense of the word INCREDIBLE I loved it Kudos goes to the director Martin Campbell There was something that stuck out to me in this movie and that was you can t be afraid to take on the responsibility to embrace what you need to become but embrace the thing that you want most of all not to fear,10.0,18.0,23.0,False,https://www.imdb.com/review/rw2448984/?ref_=tt_urv
23 July 2011,Excellent,I m not sure why so many people disliked this movie Perhaps I like it so much precisely because I came to it with VERY low expectations In general superhero movies leave me cold But this one was better than most and Ryan Reynolds was charming in his role I thought it was as good if not better than x men and MUCH better than Thor which was terrible I loved that when people who knew Green Lantern IRL met him they RECOGNIZED him because that has always bugged me about superheroes Take a massively built 6 foot 4 guy with distinctive bone structure and eyes and just pop on a pair of glases or a cowl and suddenly nobody knows who it is Thank god this movie avoided that Also I loved the look of the myriad races as they appeared on Oa very cool Great flick and it s too bad there most likely won t be a sequel now,0.0,15.0,18.0,True,https://www.imdb.com/review/rw2463193/?ref_=tt_urv
