review_date,review_title,review_comment,review_rating,review_link
27 September 2014,A pair of outstanding performances by Miles Teller and J.K. Simmons embody Damien Chazelle's piece of perfection...,When it comes to cinema there are often little gems in a sea of bigger spectacles that can break through in the most proficient way Last year I pleaded to the entire film universe that discover and understand Inside Llewyn Davis from the Coen Brothers after seeing it for the first time at NYFF This year I ve seem to already come to terms that the next film that will utilize all my energy and resources this year will be Damien Chazelle s highly intense psychological drama Whiplash An impeccable and tightly wound experience that brings your anxiety to a feverish level As small and utterly different as I m about to compare I haven t felt this uneasy with a film s tension since Paul Greengrass Captain Phillips coincidentally also was a NYFF title Two other similar traits that embody the two are the intense and completely submersible performances that inhabit them Stars Miles Teller and J K Simmons are absolutely astonishing featuring two of the year s very best turns Chazelle s film tells the story of Andrew Teller a first year music student that seeks out and joins the prestigious school band headed by an intense and frightening teacher Mr Fletcher Simmons Walking out of the screening I fully knew though I fully hope to be proved wrong this year that Miles Teller would be my Oscar Isaac this year A performance that should shoot to the top of any awards consideration for a lead actor but unfortunately will be passed over show after show Teller is submerged in a way that we haven t seen the young actor achieve at this stage in his career After plowing onto the scene opposite Nicole Kidman in Rabbit Hole and then helming The Spectacular Now with complete ease and intensity I was not expecting him to be the machine of fury and magnitude that is on display in Whiplash There are moments where he channels the emotional aura of performances like Tom Hulce F Murray Abraham in Amadeus as crazy as that sounds I am so excited to see where Teller goes from here It makes the future of film a lot more bright knowing that someone like him will be rising up in the ranks Everything you ve heard about J K Simmons is true and then some A fully fleshed out supporting role Chazelle doesn t write Fletcher as a caricature He s a deeply acute individual full of passion and acrimony Chazelle doesn t keep Simmons at a 10 he and Simmons allow him to find a range of empathy hatred and cryptic allowances that will keep you at the edge of your seat As I watched Simmons flesh out a performance that can only be described as magnificent I kept coming back in my mind to Christoph Waltz in the Oscar winning Inglourious Basterds a role that found much heat on the awards circuit The world all film lovers will not be able ignore the stunning presence of Simmons A Supporting Actor nominations maybe even a win seems all but assured and deserved Looking back at the veteran actor s career that included memorable roles in Juno Burn After Reading and Up in the Air a role like this could not have come at a better time Already impressive in his brief work in Jason Reitman s Men Women Children writers directors casting agents and producers will be pounding on the actor s door You can t credit Whiplash without citing the words and control by writer director Damien Chazelle An amazing and outstanding sophomore effort unfortunately have not seen his debut Guy and Madeline on a Park Bench that channels a young Bennett Miller Vigorous self assured and innovative Chazelle is a brilliant auteur filmmaker that knows exactly what type of films he wants to make He takes inspiration from his own life his love of film and music and other places I m sure we don t know about and molds them into a gritty layered experience conditioned with rich characters all realized through the writer s story It s one of the best scripts of the year Whiplash features some of the best minutes of film seen in 2014 An ending that will bring tears to your eyes dual performances that will have you applaud and an experience that you surely will not forget Drumming has never felt like such a personality It acts as a visible tool for the viewer to understand and try If you love music appreciate education and dare to be better than your current state you will find something very real to latch onto Hold on and hold on tight Whiplash is being distributed by Sony Pictures Classics and will be released October 10 in limited release and then expanding after A must see for all movie lovers,9,https://www.imdb.com/review/rw3094159/?ref_=tt_urv
3 November 2019,Astonishing performance,This is a very unique movie even u are not into jazz but still can drew u into the atmosphere of it without moving your eyes My eyes were dry after seeing this movie Miles and Jk portray it flawless Jk remind me of ex employer will use your weakness background against you if anything go wrong Director done very well using camera angle to capture the face of the actor to create the tension in it Have to admit I hate Fletcher brutal teaching but most of the music icons were pushing to their limit practice to perfectly everyday so he is not entirely wrong also just my fantasy it will be great if this movie can use 120fps technology to capture the facial expressions of two lead actors,10,https://www.imdb.com/review/rw5232271/?ref_=tt_urv
23 March 2015,A Portrait of the Artist as a Crazy Young Man,I work with a guy who studied music in school and had friends who went the music conservatory route and according to him Whiplash is authentic To which I say Oh my God Because this film is a nightmare Miles Teller gives an under appreciated performance as a drummer following his passion who is lucky enough if lucky is the right word to be chosen by a psycho jazz teacher J K Simmons to join his class What follows is a battle of wills as Simmons tries to grind his students to stumps of their former selves while Teller proves that he won t be so easily dominated Whiplash goes in a very dark direction and completely defies expectations which is what I liked most about it I was expecting a kind of Devil Wears Prada set in a music school where the eager pupil first wants to give up then rises to the challenge earns the respect of a tough teacher but ultimately decides his worth doesn t depend on proving himself to anybody But that is most decidedly NOT the direction this film goes instead turning into a contest to see how much crazier and more obsessed one maestro can be over another Simmons shouts and blusters his way through a one note role He s good in context of what he s asked to do but it s the kind of showy performance that wins Oscars not a subtle and complex characterization Teller is the heart and soul of the film and he s tremendous The film is like watching a car accident in slow motion and being unable to do anything to prevent it and just as unable to look away Winner of three Academy Awards Supporting Actor for Simmons Film Editing and Sound Mixing and nominated for two others including Best Picture and Best Adapted Screenplay Grade A,9,https://www.imdb.com/review/rw3207397/?ref_=tt_urv
5 March 2015,terrific performances,Andrew Neimann Miles Teller is a first year student at the prestigious Shaffer Conservatory His father Jim Paul Reiser is a sweet high school teacher He gets picked by Terence Fletcher J K Simmons to be the backup drummer in his winning Studio band He gets enough confidence to ask out Nicole Melissa Benoist Fletcher is a cruel manipulative dictatorial teacher J K Simmons gets a great juicy part to show his skills that he has shown all these years He fully deserves his Oscar win and it s not a surprise He s certainly done great work in many TV and movie roles before over the years Miles Teller take a great step up He has done good work but this is something much more It s a compelling character who develops and changes He s able to play through it all,8,https://www.imdb.com/review/rw3196542/?ref_=tt_urv
6 January 2015,Wow just wow. Easily one of the greatest films of the year,There is so many excellent great things to say about this film To start off I will say it may be slow and to different for some to enjoy and so that I warn you Now I will say that I can not express the idea enough of how surprising this film is Jk Simmons does an outstanding performance as the highly unpredictable hair trigger tempered teacher Fletcher Miles Teller an actor who I ve only seen in mediocre comedies also shines in a breakthrough performance as the ambitious drummer Andrew The performance are outstanding and that s just the tip of the iceberg My favorite thing about this film is how it has created it s own one of a kind spot in the music genre of film it s atmosphere is unlike any other as well The idea that this film is one of a kind can t be stressed enough I guarantee you cannot find another film out there like this This film expresses a shockingly high intensity for a music film I believe that Jk Simmons acting is what fueled a lot of the intensity When you watch this film even though it s pace will seem slow to most it s intensity is impossible to miss I can see how a lot of certain people may find this film hard to enjoy but for me this film as slow as it is couldn t have been more intense The mere fact that a music film shows some strong intensity like this one did is mind blowing to me I don t know how many of you had this same experience or something similar then you already know what I m talking about I have a good feeling and I m hopeful this film rakes in some acting Oscars because this film deserves at least one I haven t read anything on this films page and I m sure others have expressed similar opinions and all I can say is listen and trust me I m praying you enjoy this film and experience it s one of a kind intensity just as I did Thanks for reading my review and enjoy,10,https://www.imdb.com/review/rw3157439/?ref_=tt_urv
28 January 2014,An incredibly powerful film!,http switchingreels com 2014 01 28 sundance review whiplash Ever had a dream of being a great football player A great dancer A great singer A great musician Our protagonist has a dream of being a great drummer a drummer that will be remembered forever Maybe you are still fighting for your dream Maybe you have given up on greatness Greatness doesn t come easily you need to practice at it Andrew practices until his hands bleed Andrew Miles Teller is 19 year old student at a music conservatory in Manhattan Terrence Fletcher J K Simmons is a teacher at the conservatory with a ruthlessly brutal teaching style After picking Andrew to play in the school band he pushes Andrew to his limits in order to realize his full potential at the risk of his humanity I had a billiards teacher at one point in my life who was close to becoming a pro in his craft but a grease fire accident changed all that His perspective changed to paraphrase he realized he was becoming an asshole He became a teacher of pool instead of becoming a pro player Through him I can understand what Terrence Fletcher was trying to instill into Andrew My teacher would push me a little bit When he gave me opportunities to show him up run the table now he would tell me I failed It s embarrassing when that happens but it s also a learning tool because more work needs to be done You can t get by on talent alone but it certainly helps On the other side of it I saw a little bit of my teacher in Andrew Losing who you are to perfect something you love Good thing my teacher realized before it was too late I lost myself in the story It had something to say about not settling and asking more of yourself Two fantastic performances from Miles Teller and J K Simmons Perhaps it will push you to maybe pick up that guitar again put on your ballet shoes or hit the gym to bulk up Whiplash is an incredibly powerful film And after the final shot cuts to black the film will stick with you for days My expectations Medium I did not expect the film to be so powerful for me Expectations exceeded Recommendation Cinema lovers and casual movie goers I believe will enjoy this film Re watch value I can watch this film again and I actually can t wait until it hits distribution Memorable I am still thinking about this film,10,https://www.imdb.com/review/rw2950934/?ref_=tt_urv
16 February 2019,A Psychological Horror Story,In New York a young jazz drummer Miles Teller is enrolled in a prestigious music school His ambitions are tested and manipulated by a sadistic perfectionist music instructor J K Simmons There are occasional moments in the film that seem far fetched and over the top But these are forgiven due to the edgy execution by director writer Damien Chazelle and the acting Teller is very believable as someone whose obsession to succeed overrides his sense of safety This is partly explained in a useful scene at the beginning of an extended family gathering where one upmanship seemed to be the traditional form of communicating However the movie belongs to Simmons who is the epitome of the authority from hell He has rightly won many awards for this performance and he is likely to win more He is so frightening when he is dominating the students that even in the audience there is a sigh of relief felt when he is acting more at ease and human His presence is that strong Whiplash ably presents the question of whether attaining genius is worth the price at least in certain circumstances It also succeeds as a psychological horror movie The Simmons character is likely to be mentioned in the future as one of the movies most memorable villains dbamateurcritic,7,https://www.imdb.com/review/rw4662327/?ref_=tt_urv
10 February 2019,"Intense movie, phenomenal J.K. Simmons but unrealistic",This movie should please a wide audience of non musicians I am not a musician but I ve seen movies based on things I know very well and it s always exaggerated and unrealistic and it usually bugs me more than other people I can easily imagine how real musicians may dislike this one The directing and acting are great although J K Simmons steals the whole show as are cinematography and sound However the whole premise is wildly unrealistic and the moral of the story to be great you need to be pushed beyond your limits is a tired trope that has often been done in a better way than here On a personal note I hate bullies with a passion and there can never be a but it s for a good reason excuse for bullying,7,https://www.imdb.com/review/rw4637290/?ref_=tt_urv
1 June 2022,The Conflict is Better than any Superhero Movie,The story of a jazz drummer who is pushed to the brink by sadistic music conductor As a drummer myself I found the depiction of the art the the elements of the band room very accurate with the exception of the crazy conductor mine was quite nice by contrast What makes this film so excellent is the character driven storytelling I watched this the same weekend as Doctor Strange in the Multiverse of Madness MOM and I was far more captivated by the conflict between the characters of Whiplash than I was of MOM Whiplash featured incredible twists and turns that kept me glued to the screen This is an underrated gem that deserves more praise,8,https://www.imdb.com/review/rw8194705/?ref_=tt_urv
13 January 2015,"Great music, but the plot angers me",This film tells the story of a young drummer who us accepted into the most prestigious music school in New York The teacher there is very strict even abusive physically and psychologically The story then tells how the enmeshed relationship between the two evolve The music in Whiplash is great It s like going to a jazz concert especially the finale performance at the end For the plot itself however I did not like it at all The teacher is very abusive and dies everything he could to stir up rivalry and hatred among his students The worst thing is that the film gives him time to justify his abuse Abuse is not right and the film allows abusers to give twisted reasons to justify something wrong That really angers me Coupled with the fact that his students keep on receiving the abuse it evoked a lot of anger in me,,https://www.imdb.com/review/rw3161446/?ref_=tt_urv
6 November 2014,"Only neat music and cinematography make this tawdry, melodramatic tale of sadomasochistic relationship between jazz conservatory student and teacher, worth watching",I don t say that often in fact never There aren t enough superlatives to describe the amazingness of Whiplash Damien Chazelle crafted not just a tense dramatic piece of cinema but a thematic experience with layered subtext Andrew is a college student who simply wants to be the best drummer Terence Fletcher a renowned teacher at said college sees potential in Andrew and chooses him to be the drummer in his band at the expense of emotional distress This is a brutal character study absolutely savage This is about Fletcher as much as it is about Andrew The psychological battle and the consequential emotional turmoil that follows I ve never been so compelled in a drama ever and this is my 5th viewing The strive for perfection amidst the continuous passion that elevates Andrew as a person and how Fletcher uses his passion in attempt to obtain the perfect musician that Andrew hopes to be The struggle for perfection is difficult in any profession there is no right or wrong way to achieve this the question is is there a line between gently pushing someone towards a goal or inflicting emotional torture upon them Fletcher leans towards the latter so much so that he actually imposes physical damage to Andrew to test whether he will be discouraged from the harsh reality of perfection or not The internal struggle in Andrew is excellently conveyed you can see his passion seeping through the blood sweat and tears and yet mentally unable to cope with Fletcher s methods A simple story but executed with such ferocity and intelligence that it just feels fresh Damien Chazelle directed the heck out of this Quick cuts between the musical instruments and nice long takes of Miles Teller and J K Simmons duelling in anger Speaking on Simmons the best performance I ve seen in years Both complicated and terrifying simultaneously he deserved every award Teller was near perfect as well conveying innocence and vulnerability Look I can talk about Whiplash forever It s a masterpiece End of review,4,https://www.imdb.com/review/rw3118630/?ref_=tt_urv
