Date,Title,Review,Rating
10 April 2022,Stunning; Spielberg's Greatest. Top 💯 All Time Best Films,"Leaves one speechless - Moving, somber, and horrifying. One of Humankind's worst moments - Something no one should ever forget.

This is filmmaking at its finest. Even with 7 Oscars, deserved more. On par with the greatest films ever made. Certainly cemented Steven as one of the greatest filmmakers to walk the planet. A personal labor by Steven, it is clearly something he felt compelled to do, and it shows in the intricate detail of every scene.

""Schindler's List"" is nearly flawless in every category. A must-see film for reasons beyond entertainment.

🙏
30 out of 33 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
29 June 2016,"Profound Beauty! If you appreciate art, this is a masterpiece.","This film tells the story of Nazi officer Oskar Schindler, who secretly saved hundreds of Jewish people from concentration camps.

I have wanted to watch ""Schindler's List"" for years, but could not bring myself to do so because I don't want to be disappointed. ""Schindler's List"" is phenomenally powerful and effective in portraying the historical atrocities. I believe no one can keep their eyes dry from Schindler's List"". The scene involving mothers running after trucks of children is particularly memorable. The final farewell scene is very emotional for me. It is rare achievement, but ""Schindler's List"" is a three hour film that feels too short.",9
28 March 2006,It's About Our Humanity,"We need to look at a work of art like this to see ourselves in this movie. This is the result of a regime that no longer saw the worth of the human being. It politicize life. This leads to monstrous treatment of people (because they are not people in their eyes). I saw this film the first week it came out. We were on vacation on Hilton Head Island in South Carolina. I remember my wife and I not being able to talk for almost 15 minutes after it was over and then we needed to talk about something else. There are few experiences that can do that to someone. Since that time, I've had many others tell me the same thing. Why is this movie so much more effective than other Holocaust films. First of all, there's something personal about it. We get to know the people, even the bad guys. Secondly, the recreation of the death camps is so accurate. Then there is a spot of genius, the little girl in the red coat. If anyone wants to complain about black and white, watch this film. We get to see what can be done with shades and shadows. The work of Schindler is the work of the heart against great odds. The scene at the end when the holocaust survivors visit the graveyard, is what moves the film. I think that everyone should see this film at some time. Then sit down and think about what is being done to people here in our own country.",10
18 October 2006,"""The list is an absolute good, the list is life...""","This film tells the story of Nazi officer Oskar Schindler, who secretly saved hundreds of Jewish people from concentration camps.

I have wanted to watch ""Schindler's List"" for years, but could not bring myself to do so because I don't want to be disappointed. ""Schindler's List"" is phenomenally powerful and effective in portraying the historical atrocities. I believe no one can keep their eyes dry from Schindler's List"". The scene involving mothers running after trucks of children is particularly memorable. The final farewell scene is very emotional for me. It is rare achievement, but ""Schindler's List"" is a three hour film that feels too short.",10
4 June 2009,"Incredibly moving and visually disturbing, Spielburg's best by far!","Some of Schindler's List is very disturbing indeed, with very graphic images on the screen. I thought this film is outstanding. True, it is very long, but the Holocaust was a very long and epic event, and the movie needed a long length to convey the harsh realities of the Nazi's treatment of the Jews. The cinematography was truly excellent, and some of the close ups of people being tortured or dying was enough to make you look away. The direction was taut and focused, most Spielburg's movies are good, but don't quite always have an impact on the whole audience. Schindler's List is visually disturbing and incredibly moving, and because of this, this is definitely Spielburg's best. The acting was phenomenal. Both Liam Neeson and Ben Kingsley give superb performances, and Ralph Fiennes is also very chilling in his role. The music by John Williams is not only haunting, but also unbearably sad, believe me I was in tears for a lot of this movie. All in all, a truly moving film, that deserves a 10/10. Bethany Cox.
90 out of 123 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
18 May 2016,the best of the Spielberg I watched,"Schindler 's List is the best film about Nazism that I 've seen so far , the script is great , the cast is amazing, Liam Neeson , Ralph Fiennes , Ben Kingsley and etc. , the direction is Steven Spielberg , I admit that surprised me , you do not believe that the director of Jurassic Park , Jaws and É.T , directed this film is very different from the ones I mentioned , is only a proof that Spielberg is excellent and versatile, the photography is excellent , the film is all black and white, and the costumes and excellent performances are great, Liam Neeson ta great , plus the highlight in my view is Ralph Fiennes who is impeccable , the soundtrack is good, and the end is excellent , the film has a rhythm reasonable , I did not find it tiring , but many can become bored , Schindler 's List is so far in my opinion the best of Spielberg, who has exciting moments and a great cast. Note 9.4
12 out of 13 found this helpful. Was this review helpful? Sign in to vote.
Permalink",9
20 June 2017,Based on a true story,"This film tells the story of Nazi officer Oskar Schindler, who secretly saved hundreds of Jewish people from concentration camps.

I have wanted to watch ""Schindler's List"" for years, but could not bring myself to do so because I don't want to be disappointed. ""Schindler's List"" is phenomenally powerful and effective in portraying the historical atrocities. I believe no one can keep their eyes dry from Schindler's List"". The scene involving mothers running after trucks of children is particularly memorable. The final farewell scene is very emotional for me. It is rare achievement, but ""Schindler's List"" is a three hour film that feels too short.",9
16 May 2014,Spielberg at his best,"This film tells the story of Nazi officer Oskar Schindler, who secretly saved hundreds of Jewish people from concentration camps.

I have wanted to watch ""Schindler's List"" for years, but could not bring myself to do so because I don't want to be disappointed. ""Schindler's List"" is phenomenally powerful and effective in portraying the historical atrocities. I believe no one can keep their eyes dry from Schindler's List"". The scene involving mothers running after trucks of children is particularly memorable. The final farewell scene is very emotional for me. It is rare achievement, but ""Schindler's List"" is a three hour film that feels too short.",10
16 June 2017,Color Choice = Genius,"This film tells the story of Nazi officer Oskar Schindler, who secretly saved hundreds of Jewish people from concentration camps.

I have wanted to watch ""Schindler's List"" for years, but could not bring myself to do so because I don't want to be disappointed. ""Schindler's List"" is phenomenally powerful and effective in portraying the historical atrocities. I believe no one can keep their eyes dry from Schindler's List"". The scene involving mothers running after trucks of children is particularly memorable. The final farewell scene is very emotional for me. It is rare achievement, but ""Schindler's List"" is a three hour film that feels too short.",10
23 October 2017,Devastating,"The Holocaust is a dark and touchy subject for many. Many believed it never happened, despite meticulous records kept by the Nazis themselves. Those who lived through it were scarred forever, and even now can barely bring themselves to discuss its horrors. Despite the controversy around the event, there is one thing for certain, Steven Spielberg created a masterpiece with Schindler's List. It is a film that will find no equal in terms of bleak, crushing drama. It sets out what it intends to do marvelously and leaves the viewer emotionally drained and questioning humanity itself.

The film is in black and white, a very conscious choice by the director that makes the subject matter, already disturbing, even more so bleak and harrowing. Oskar Schindler is known for saving thousands of Jews destined for a grim fate during World War 2. The movie depicts concentration camp life is fairly dismal, with constant brutal oppression by Nazi camp guards and the sadistic Amon Goth, with a terrifying portrayal by Ralph Fiennes.

Yes, this film will not make you cheery or happy. Yes it is about a miserable and dark period in human history, but it is an important film to watch for anyone interested in this historic subject matter and also a beautiful work of art for film lovers. Truly one of Spielberg's finest works. The fact that he is Jewish himself does add a personal touch to the tragic tale, but he never tries to overdo the sympathy or antipathy towards any group in the film.

Everyone is human in this film, the Jews and the Nazis; the tragedy is that humanity itself failed during this period of history, and we will never forget.",10
5 June 2012,Best Movie of all Time,"Perfect.

Perfect on every level from the acting to the script, to the cinematography, everything about this movie is 100% perfect.

I've watched this movie 3 times and there's nothing I would change. Even the insanely long running time of 3 hours and 15 minutes isn't a bad thing. Every scene feels important. I would highly recommend watching this movie. Although it is very violent and very heartbreaking so be warned!! But if you can handle strong violence and a difficult subject matter such as the Holocaust, then you must see it. It's my favorite movie, and I hope it will one day become yours too.

Rating: 10/10
80 out of 97 found this helpful. Was this review helpful? Sign in to vote.
Permalink",
20 November 2011,Eye opening,"This movie, Schindler's List, is hands-down without a doubt one of the greatest films I have ever had the pleasure of viewing. Regardless of how much praise I include in my review, I should still think it deserves more. Few movies are actually able to pull tears out of my stubborn eyes, and the two that come right to mind are this one, and It's a Wonderful Life. Schindler's List is a grim portrayal of events in the Holocaust, while at the same time actually bringing light to some of the humanity still there. I was embarrassed when I actually started clapping in that classroom where I first watched this movie. I'd recommend it to anybody and it remains in my top selection of movies. Outstanding.
97 out of 112 found this helpful. Was this review helpful? Sign in to vote.
Permalink",
31 March 1999,Emotional Release,"I don't know why but a couple of days ago I pulled out my copy of Schindler's List. At first I thought, well, maybe I'll watch a few minutes of it- it's so depressing but I feel like watching a good movie for a change. I hadn't seen this picture in several years since it was released. The first time I saw the film, in the theater, I went with my parents and was somewhat in denial. I tried to block out the pain that was before me and retain my composure. After realizing its brilliance, I tried to forget the film. It certainly wasn't something to dwell on.

This time when I watched the film I really surprised myself. I sat and cried like I haven't in years- but that's a good thing. I've been so divorced from my feelings and so wrapped up in my own selfish hell that I forgot what life is capable of becoming.

Now, Spielberg himself has admitted that he tends to over-sentimentalize things. Take the scene when Stern has just been rescued from the train by Schindler and as the two men walk away the camera pans to a large room where the suitcases of countless other souls less fortunate are being trifled through; a pile of personal photographs of family lay strewn amidst wasted boots and eye glasses. That scene destroyed me with emotion yet it was something that actually happened.

I will admit that towards the end, when Schindler was going on about how he could have sold his car to save more lives or sold his pin- even on second inspection, that scene seems rather forced- even enough for Jerry Seinfeld to mock. I was kind of mad at Spielberg. I mean, doesn't he know when to back off. It seems with an absolute masterpiece like this film, he would have been more careful and edited out this truly ""sentimental"" passage with violins going haywire.

Regardless, I'm in awe of this picture and with his latest- Saving Private Ryan, I do think that Spielberg is truly one of, if not, the greatest directors of film ever.",
16 May 2017,One of the ultimate anti-war movies,"This film tells the story of Nazi officer Oskar Schindler, who secretly saved hundreds of Jewish people from concentration camps.

I have wanted to watch ""Schindler's List"" for years, but could not bring myself to do so because I don't want to be disappointed. ""Schindler's List"" is phenomenally powerful and effective in portraying the historical atrocities. I believe no one can keep their eyes dry from Schindler's List"". The scene involving mothers running after trucks of children is particularly memorable. The final farewell scene is very emotional for me. It is rare achievement, but ""Schindler's List"" is a three hour film that feels too short.",8
25 September 2022,So real i forgot i was watching a movie!,"At this point everyone knows this movie is a masterpiece! Spielberg crafted one of his greatest and most important works to date! The importance of this movie can not be denied!

Even after 80 years since WW2 and almost 30years since realease, this movie STILL feels relevant and blows you away! The use of Black and white creates a historic and authentic feel that might be the movies' greatest achievement! The movie would not be the same if it was in colours! It makes all the horrors that takes place feel real and not distant!

The movie is a difficult but nescesary watch! You will cry, feel sick and disturbed cause all these terrible things actually took place in a not so distant past!
9 out of 10 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
3 May 2002,Amazing!,"This Movie was sensational. It was a piece of art along with being informational. It told people about the holocaust, and it also told people about the human spirit. It shows how people can just triumph over anything with just some help from one person The things that Spielberg did with the movie was incredible too. The black and white was genius, and how he had the little girl in red and the fire was phenuminal. I have never seen anything like it, Schindler's List is beyond all words.
109 out of 127 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
24 September 2017,The worrying amount of 1/10s is why we still need this film and holocaust movies in general,"The first time I've seen it, Schindler's list didn't give me much of an impression. It was horrific, black and white, and I was 15. Now, after I got myself quite a cinematographic culture, feeling the urge to identify Spieblerg's masterpiece, I came back to this movie. I knew it was rated as one of the best films generally, ever, but when I took a look at the reviews, I became really worried. Most of the 1/10 ratings bring reasonless motivations for this film's criticism.

The main points of criticism that I saw are the following: 1) it manipulates facts; 2) presents a too distinct line between good jews and evil Nazis; 3) too emotional; 4) money grab; 5) ""Holocaust is bad, we already knew it"" (and this is an almost exact quote);

1) the claims for this point of criticism are that it portrays a positive figure of Oskar Schindler, exaggerates several aspects of the holocaust, and portrays essentially bad Nazis (we to this latter point in 2)); Let's get this straight: unlike some reviewers claim, Oskar Schindler didn't end up as an enriched Industrialist, as some reviewers wrongly claim. In other words, he didn't earn off the holocaust anything. On the contrary, he spent his entire fortune on bribes and corruption acts in order to aid his Jewish workers. He even had to escape to Argentina, as many Nazi officers did after WWII. As for the claims of overly dramatisation, that is certainly an aspect of the film. There are a few scenes which are not accurate (e.g. the shower scene - in real life, jews didn't fear the gas chamber as they where purposely misinformed). Generally, though, I didn't see that much of an overly dramatization. Most of the times, the film presented simply factual events. Jews were in fact killed and persecuted, there's nothing overly dramatized. Concentration camps where truly such bloody places as seen in the film. Instead, maybe it even downgraded violence quite a lot., still being incredibly bloody as a film.

2) Good jews vs. bad Nazis; I remember Hans Landa's monologue from the beginning of Inglorious Basterds, which centered on jews being rats in the sense that they're generally a population that could figure out a solution easily. Do not get me wrong here (obviously Landa stereotypes this immensely), but this is portrayed often, mainly in the first portion of the film. Jews going to the Synagogue to buy and sell instead of praying, some jews that join the police force and essentially collaborate with the Nazis, and some jews fight each other when hiding away during the ghetto persecution scene. I clearly would not say that all jews are good nor that all German soldiers are bad, but that shouldn't be a matter to be portrayed in a holocaust film. To see an avid jew, go watch ""A Christmas Carol"". As for ""bad Nazis"", I'd like to clear out again what is Nazional-Socialism. It was an extremist, right-wing movement that enhanced, in this case, Germany's national identity and superiority on the base of racial distinction, and urged violence on anyone that would not be member of the ""superior"" race. This movement, along with fascism, attracted a great deal of fanatics. I'd like to suggest the view of ""Novecento"", which similarly depicts the rise of fascism in Italy and its ruthless cruelty, carried on by it he insane and violent individuals which joined the party in the early twenties. I know that one movie depicted a Nazi soldier's moral division during WWII, called ""Onore e Lealtà"", which has low reviews for the same reason that prevents this film from portraying ""good"" Nazis: it is kind of dangerous, and can easily turn in a glorification of Nazis. Nonetheless, most of the cruelty is carried through a notorious war criminal, Amon Goeth.

3) Spielberg is of Jewish origins. As a filmmaker, he's considered this story very personal. Moreover, he is notorious for being emotional in his serious films.

4) It is well known that Spielberg chose to renounce for his fee as he considered it ""blood money"". Of course studios have to do a profit of their movies, but film is still a form of art. Movie makers of Spielberg's caliber do films without a simple capitalistic view of making money, but with the purpose of making an art work. Schindler's list is not a fancy action blockbuster, if nothing else, its black and white colouring identifies it as an art film. Add the fact the Spielberg felt personal about this story, and you'll realise how empty this claim is.

5) This film was released in 1993; I personally don't know many outstanding holocaust films from before 1993 (certainly a lot from after 1993), or if there were, they certainly weren't as bold as this one. A black and white film about a crude subject that keeps the viewer's attention for 3 hours and 15 minutes. Think about it. I personally believe that, unlike other films (this includes my favourite holocaust film, Son of Saul), gives a such wide view on the holocaust. This film shows most of the aspects of the holocaust, some overrdramatised, but nonetheless represented. It is really stupid to see this movie as unnecessary.

Conclusively, I'd like to point out that 6 million jews died due to the Holocaust. The only bigger genocide I know of is that of the native Americans, 18 million only in northen America. Seeing so many 1/10 reviews that base their claims on this being basically Jewish propaganda is worrying, especially considering the rise of right-wing ideologies that happened in the latter years. Are we forgetting history? I hope not. And, in case that's the truth, it's films like Schindler's list that remind us of that.",9
10 February 2022,"fabulous, should save in movies history","""The List Is Life""

I am speechless I am speechless.....

The greatest one-part movie of my life

10000000/10

soooo deeply touching

all human beings must see this masterpiece.
11 out of 12 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
5 August 1998,Excellent - Spielberg's Best,"This film tells the story of Nazi officer Oskar Schindler, who secretly saved hundreds of Jewish people from concentration camps.

I have wanted to watch ""Schindler's List"" for years, but could not bring myself to do so because I don't want to be disappointed. ""Schindler's List"" is phenomenally powerful and effective in portraying the historical atrocities. I believe no one can keep their eyes dry from Schindler's List"". The scene involving mothers running after trucks of children is particularly memorable. The final farewell scene is very emotional for me. It is rare achievement, but ""Schindler's List"" is a three hour film that feels too short.",9
22 January 2022,One of Very Few Movies That Has Ever Made Me Cry,"I don't think I need to explain why this is a ten. Every moment in this film is there for a reason. It's just a masterpiece. Liam Neeson does an amazing job as usual. This movie is one of the most moving pictures ever put on a screen. It should be required to watch in school.
7 out of 7 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
7 August 2005,Possibly THE BEST example of a Best Picture winner,"I can't possibly describe with words how great ""Schindler's List"" is. You can't realize it unless you watch it. Spielberg not only makes you feel like you're in the middle of it, but you continue feeling that way for hours after watching the movie. Liam Neeson does a top-notch job as Oskar Schindler, a man caught between loyalty to his government and the desire to save over 1,000 people. Equally good is Ben Kingsley as Itzhak Stern, whom Schindler saves from getting exterminated, and then helps Schindler save more people. And Ralph Fiennes as Amon Goeth, a Nazi Kommandant with plans to rape a Jewish woman. Like I said, I can't possibly describe how great this movie is. YOU HAVE TO SEE IT TO UNDERSTAND IT. 11/10.
41 out of 64 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
2 April 2002,Arguably Steven Spielberg's greatest film ever.,"Steven Spielberg's epic portrayal of the Nazi Holocaust is one of the most powerful films ever brought to the big screen. During production, Spielberg is said to have stood in the cold on location in Austria and cried, being partly Jewish, as he imagined the horrors that all of those people suffered during the second World War under the oppression of the Nazis. It is clear that at least some of this emotion transferred over into the film, and the end result is startlingly effective and moving. Sure, Spielberg has had several other films that have been amazing and memorable, not the least of which, obviously, are ones like Saving Private Ryan and Amistad (oh shut up, Amistad rocked), but in my opinion, the shocking realism achieved in large part through the documentary style filmmaking gives Schindler's List the boost needed to surpass the also brutally realistic Saving Private Ryan.

The story involves a Nazi who exercised his humanity and attempted to free as many Jews as possible from being killed in the concentration camps. Steven Spielberg has been often criticized for being overly sappy or emotional in his films (this was, of course, long before Spielberg himself criticized Roberto Benigni's Life Is Beautiful for virtually the same thing), and this may have happened in Schindler's List as well, but in this case, if he was sappy it was for good reason and with great effect. At the end of the film, Liam Neeson's Oskar Schindler has saved a tremendous amount of people who would otherwise have died, but he doesn't seem to notice this as he emotionally laments all of the possessions that he still has that could have been used to save peoples' lives. This is especially effective because of the fact that he was a much more materialistic opportunist at the beginning of the film before he began to pay attention to his conscience.

As he did with Saving Private Ryan, Spielberg creates a film with Schindler's List that is absolutely unflinching. He does not shy away from the horrific things that happened to the victims in the concentration camps, and he does not sugar-coat his presentation of it at all. The time period is re-created and brought to the screen with stunning and disturbing realism, and if it weren't for the quality of the presentation, it could almost seem that we are watching stock footage of the concentration camps themselves rather than a scripted and edited film.

Spielberg's emphasis on the emotional element of his films comes into play most powerfully in the closing scene of the film, as a very long line of people  the descendents of those that he saved during the war  walk through a cemetery in the modern day and place flowers on his grave. Schindler was unsatisfied when the war ended because he felt that he could have, and should have, saved more people, but during this scene it becomes abundantly clear that he really made a difference, and that his accomplishments were important and long-lasting.

With Schindler's List, Steven Spielberg once again demonstrates his tremendous skills as a filmmaker. 1993 is a testament to Spielberg's filmmaking skills, because this was the year that he directed Schindler's List, the Best Picture of the year, as well as Jurassic Park, which was the most popular film of the year. These two films are a perfect example of the two main types of films that Spielberg is so adept at creating. There are the fun and exciting films, like Jurassic Park, E.T., Hook, the Indiana Jones films, and the more recent A.I. Artificial Intelligence, and then there are the films that are historically accurate and are made to deliver powerful messages to the world in reference to the events portrayed in the film, such as Amistad, Saving Private Ryan and, probably his most powerful yet, Schindler's List.",10
16 November 2008,When The State Dehumanizes A People,"This film tells the story of Nazi officer Oskar Schindler, who secretly saved hundreds of Jewish people from concentration camps.

I have wanted to watch ""Schindler's List"" for years, but could not bring myself to do so because I don't want to be disappointed. ""Schindler's List"" is phenomenally powerful and effective in portraying the historical atrocities. I believe no one can keep their eyes dry from Schindler's List"". The scene involving mothers running after trucks of children is particularly memorable. The final farewell scene is very emotional for me. It is rare achievement, but ""Schindler's List"" is a three hour film that feels too short.",10
9 February 2007,"""This list... is an absolute good. The list is life. All around its margins lies the gulf.""","This film tells the story of Nazi officer Oskar Schindler, who secretly saved hundreds of Jewish people from concentration camps.

I have wanted to watch ""Schindler's List"" for years, but could not bring myself to do so because I don't want to be disappointed. ""Schindler's List"" is phenomenally powerful and effective in portraying the historical atrocities. I believe no one can keep their eyes dry from Schindler's List"". The scene involving mothers running after trucks of children is particularly memorable. The final farewell scene is very emotional for me. It is rare achievement, but ""Schindler's List"" is a three hour film that feels too short.",10
2 June 2016,"Its gonna be our next generation's classic. Deep, solid, and undoubtedly immutable !","Schindlers list is one of movie which depict the true skill of our legendary Spielberg. Shot in black and white, Spielberg want to present the classic vintage and dramatically dark of world war 2 history. I should say this is the best movie which Spielberg made from perspective of cinematography, casting, and art direction. Yes, this is a near perfect movie.

Storytelling of the movie itself constantly shuttling from deep to solid. The writing definitely gives Neeson to dig his character fastidiously. While the antagony delivers dogmatic and deleterious performance, the protagony also delivers benevolent and empathetic character. Well, i should say Spielberg seldomly made a real serious movie here, but when he did, it was terrific.

Inspirational, this movie keeps deliver a solid writing, tough performance, and precious cinematography. This is one of movie that could change people. This movie have such magnificent power to do that while have a self-perpetuating charisma to stand as classic.",10
23 March 2003,Powerful and moving if not exactly a fun night in!,"As Nazi Germany invades Poland, opportunist Oscar Schindler sees a chance to open a factory serving the military and using Jews for labour. However, as the full horror of the war on the Jewish people becomes ever more clear, Schindler's selfishness turns more into compassion for his fellowman.

Having spent 10 weeks watching `Taken' and remembering just how awful Spielberg can be when he is being mushily sentimental, I revisited this film as it was showing in the build up to the TV coverage of the 2003 Oscar ceremony. It is a powerful film simply because Spielberg manages to keep the mush out of it and just let the events speak for themselves. When people are shot on the street there is no John Williams music or slow-motion, they simply fall in a bloody heap and the film moves on. This makes it shockingly cold and that is the aim.

The story is difficult to summarise because a surprising amount of it is spent away from the story of Schindler and on the plight of the Jews generally. Again this theme within the narrative stops to wandering and allows it to be impacting. True there is an element of `look what happened, isn't this terrible?' about it, but not too much. In the final hour in particular it gets a little sentimental but not to the point of spoiling things.

Neeson's Schindler makes you wonder why he wasn't able to get any character into his recent role in Star Wars I. Here he keeps Schindler a complex man, driven by a mix of selfishness and compassion but Spielberg simplifies him a bit towards the end (but I may be being a bit picky). Fiennes' Goeth is also wonderfully drawn. A cold blooded killer no doubt but also not painted without his own complexities and Fiennes holds the focus whenever he is onscreen. The support cast are all excellent right down to extras  if you think it is easy to scream and wail convincingly then you should compare this to Kate Capshaw in Indiana Jones! I never doubted that any of the actors were anything but the characters they played.

Spielberg rightly won his Oscars for this and his direction is excellent. Although I do dislike him immensely when he goes all `apple pie' on us, he is great at what he does and this is one of his best films since Jaws. A powerful, moving film that is moving for all the right reasons and not just because John Williams cranks in. Difficult to watch but worth the effort.",
