Date,Title,Review,Rating
9 October 2020,Everything that Once upon a time in Hollywood wasn't.,"Pulp Fiction is pretty much Once upon a time in Hollywood, but better in every regard.

Pulp Fiction encapsulated and defined the 90s, that's what this movie was. A piece of art, not a movie.

This movie is all about the characters and the actors, not any plot. That's why I would rate the movie as follows

1. Characters 11

2. Acting 10

3. Plot 7

4. Cinematography 10

5. World building 10

We have stellar characters and acting. Cinematography is also amazing, it really sucks you in and the world building really makes you fell like you are in the 90s.",10
4 January 2021,Pulp Fiction,I like the bit with the cheeseburger. It makes me want to go and get a cheeseburger,9
22 August 2022,I didn't get it,"I heard so many people claim that this movie is a masterpiece and it also has high ratings. So I was intrigued to give it a go. I didn't get much enjoyment out of it. Maybe you have to watch it multiple times to enjoy it. As for the first viewing it didn't satisfy me.
61 out of 87 found this helpful. Was this review helpful? Sign in to vote.
Permalink",6
20 January 2000,One of the Best Film's I've Seen In A LONG Time... and still is,"Quentin Tarantino's Pulp Fiction is a terrific film. It also gets better with each viewing, especially if one of those happens to be on a big theatrical screen where all of the BIG compositions get bigger and more detailed. How much else is there to talk about it after all these years? It's filled with dynamite, sudden and always interesting action, great and naturally clever dialogue, and memorable characters. Also, the acting is always something to behold as by turns straightforward, over the top, subtle, and just downright menacing and spot-on. The directing is one of the strongest that we've seen from Tarantino, as he makes his choices in pacing with shots in unconventional ways but never in a way that would be distracting. And writing, already noted, has been copied by many, and only equaled by a select few.

The dance sequence. Samuel L. Jackson's superlative monologuing. It has loyalty among low lifes, and many other odd characters that are all bad and not one is a villain or hero. And somehow even after years of parody and terrible rip-offs, it holds its own and- as one can say after seeing it at a midnight screening- holds its audience as much as it had the countless times before they saw it (or if they are, the first time). The first time you're surprised, the second time you look for the clues or other ambiguity, and then the third time you laugh you head off. The fourth time... I'll leave to you.",10
27 June 2014,A Bit Over Rated But Good,"I did like pulp fiction to a degree - that is mainly because I love the casting in it: John Travolta, Samuel L. Jackson and Uma Thurman.

The movie is a good crime thriller that all movie lovers should watch. And in some ways the movie does live up to it's hype because the story is well written and acted out good too.

But, to me, the movie is overrated. It seems that *some* of the people that loves this movie will act/talk like it's the only movie worth watching - like it is the ""King of Films"". Yes Pulp Fiction is a very good movie but there are so many great movies to enjoy watching - not just this film.

7/10
68 out of 110 found this helpful. Was this review helpful? Sign in to vote.
Permalink",7
13 February 2012,"Ah, so by that rationale, if a pig had a better personality, he would cease to be a filthy animal. Is that true?","It kind of feels redundant trying to write a review for Pulp Fiction as it approaches its 20th birthday. As a film it needs no introduction, it won the Palme d'Or at Cannes, won a BAFTA and Academy Award for Best Original Screenplay (Tarantino), and garnered a whole host of other awards and nominations. Box office beef was meaty and its reputation even now shows no sign of waning (it currently sits at number 4 on the IMDb top 100 list), it is by definition one cool MOFO of a movie, a picture loved by a cross section of demographics. But why?

Pulp Fiction oozes humour, romance, violence and stylish flourishes. It remains compulsive viewing throughout; even as it threatens to get submerged in its own complex structure. Film lover Tarantino takes a number of low life and unfortunate characters from Los Angeles, mainlines then with movie clichés, and then amazingly breathes new life into them. It knowingly winks at B movies from the past yet always remains fresh on its own terms. I myself having just revisited the film after a 5 year gap can attest to just how well it holds up, laughing at the dialogue, perched on the edge of the seat as violence starts to rumble, and yes, singing along with that most catchy of soundtracks.

Yet for all its flashiness and hipster chattering, there's one thing that often gets overlooked when talk of Pulp Fiction's greatness arises. That of a basic human urge to survive or find salvation, Tarantino's main characters may be bottom feeders or scummy operatives of the underworld, but there's love and needing beating slowly in its dark heart before the drugs and violence take a hold. Neat trick that from Tarantino, brilliant in fact. 10/10",10
13 March 2010,Brilliantly constructed.,"""Pulp Fiction"" is a brilliantly crafted film. The many separate vignettes all are quite compelling and fit together wonderfully. And, on top of that, the script and acting are exceptional. And, most importantly, the film is wildly original and very, very stylish. The only reservations I have are minor. First, while this is a very, very good film, I can't see why it is ranked #5 all-time on IMDb. This seems wildly overrated and too often more recent films seem to dominated IMDb's Top 250. Second, this film is certainly NOT for everyone, as in spots it is tremendously violent (like any Tarantino film) and should not be viewed by kids or the overly sensitive.

Because there are so many reviews for the film already, I won't bother to try to give a synopsis of the film or do an in-depth analysis.
39 out of 63 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
17 April 2020,Perfect Movie,"This is my favorite film of all time. Every second of this film is engaging, and I'm not exaggerating when I say that. Tarantino's direction and script is brilliant, and every role is perfectly cast. Everything that happens in this movie has a purpose, and you don't realize it's hidden in plain sight until the final moments
38 out of 51 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
21 April 2020,"Fun cult film, tad overrated","Conflicted on this one. I like a lot of elements of it, the characters are (mostly) really compelling and interesting. I think some of the ""Segments"" are a lot stronger than others. I think that the first part of Bruce Willis's story is just... bland. I didn't find it very interesting or compelling. It gets interesting though. The first and last are by far my favourite, but for the most part it's pretty strong. I do think this film is slightly overrated. That's not to say that it isn't good, but I think a lot of people think it is a whole lot better then it is. The film is acted well and I enjoyed all the action, not to mention the comedy in this film caught me by surprise. I found it really hilarious. I see why everyone had/has a crush on Uma Thurman now, she really is deserving of the main character on the cover. I also remembered how much I like long shots. I think they allow exposition to be delivered in a way that is more pleasing to the audience. Overall, good crime flick with some great comedy and action but a tad overrated. 7-8/10.
47 out of 75 found this helpful. Was this review helpful? Sign in to vote.
Permalink",8
2 September 2019,Not as good as I thought it would be at the middle of the movie...,I like the bit with the cheeseburger. It makes me want to go and get a cheeseburger,8
24 September 2022,"Overrated without a doubt, but nevertheless well made","This movie may be the most overrated film of all time, in my opinion. There is no point. It is not particularly funny. It is not particularly thought provoking. It is not some kind of masterpiece. It is, however, well made. Has good acting with a great cast. Is a fun way to divide up the scenes and plots.

I was ready for this movie to end far before it did, because I learned about halfway through that there is just no purpose to it! No meaning! I definitely enjoyed aspects of it and there was some legitimate tension, without question. It all just felt messy. Truly my favorite part of watching pulp fiction were two scenes that I had seen from different memes 100 times before, and never knew where they came from. It was a, ""oh, hey, I recognize this image!"" That was the most joy I got out of this.

By no means is it a trainwreck, but to be considered such a timeless masterpiece of cinematic glory? Not a chance. I would like to speak to every single person who gives this a 10 and have them explain to me what exactly this film does well, because I feel pretty confident everyone just gets in line and calls it amazing because that is the 'cool' thing to do.",6
19 January 2005,Unbelievable.,"Pulp Fiction may be the single best film ever made, and quite appropriately it is by one of the most creative directors of all time, Quentin Tarantino. This movie is amazing from the beginning definition of pulp to the end credits and boasts one of the best casts ever assembled with the likes of Bruce Willis, Samuel L. Jackson, John Travolta, Uma Thurman, Harvey Keitel, Tim Roth and Christopher Walken. The dialog is surprisingly humorous for this type of film, and I think that's what has made it so successful. Wrongfully denied the many Oscars it was nominated for, Pulp Fiction is by far the best film of the 90s and no Tarantino film has surpassed the quality of this movie (although Kill Bill came close). As far as I'm concerned this is the top film of all-time and definitely deserves a watch if you haven't seen it.
761 out of 1,232 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
25 October 2022,Poetry in Motion...,"A pair of assassins in search of McGuffin, unclear what's inside but it's probably nothing, employed by Marcellus to recover his debts, in the course of their work, people lose their assets; one hitman's called Vincent who likes to shoot up, not just firearms but with needles close up, when out with the wife of the boss cuts it close, as she snorts all his gear and then goes overdose; a boxer called Butch throws a fight the wrong way, Marcellus sends Vince to reclaim the foul play, but events take a turn, there's a bit of a twist, as the boss and the boxer are caught in a tryst; a cleaner called Winston removes every trace, of all that remains when you're shot in the face, and a pair of till robbers with new openings, help Jules to consider, should he do other things.
16 out of 24 found this helpful. Was this review helpful? Sign in to vote.
Permalink",9
21 June 2019,A fantastic classic,"I saw this film last year when my dad recommend it to me, and I was not disappointed even though it was made before I was born. The idea of having several different people's lives meet at the end is not original, but it is cleverly done and it pays off. The characters have a variety of personalities and it keeps you on your feet. A must watch!
12 out of 16 found this helpful. Was this review helpful? Sign in to vote.
Permalink",8
2 May 2017,"Tarantino's Mad, Mad, Mad, Mad World !!!","This is a tour de force of brilliantly precise screen writing, perfect acting, precise camera-work, perfect directing and world class dialogue writing. 'Pulp Fiction' is Tarantino's carnival of funny, but equally abrasive nihilism. This is a film which has a surprisingly firm backbone of morality beneath the crazy and deranged surface. Tarantino is constantly on the lookout for characters who make a choice to turn their back on their meaningless lives of nihilistic violence and look for honour and a purpose. The characters who make that choice are allowed to ride off into the sunset, while the characters who decide to not change and stick to their meaningless cyclical lives of never-ending crime and violence are burdened with unenviable fates. There is a method to the madness. Tarantino makes the film and the characters infinitely rich. However while doing all this, he never stops having fun. There are endless film references, pop culture references and other stuff that signifies the film's self- consciousness which constantly make the viewer feel the fact that they are watching a film, a piece of fiction through Tarantino's eyes and not anything attached to reality.

Some people tend to trivialise the structure of the screenplay by calling it a gimmick. But as far as I'm concerned the structure of the screenplay is essential and indispensable in the context of the narrative and in the context of how Tarantino wants to drive home the themes that he is exploring. In a nutshell........ yeah, 'Pulp Fiction' is a masterpiece, it's a bad mother#*%@er.",10
