Date,Title,Review,Rating
30 January 2023,"In retrospect, we were all too hard on this film","If you're a Millennial like me, you probably experienced the phenomena known as 'Titanic-mania' during your childhood, where everyone was obsessed with this movie. It was in theatres for almost a year, and every girl between 8-20 was obsessed with Leonardo DiCaprio. Titanic was everywhere in the late 1990s, and because of its popularity and reputation as a gushy romance movie popular with teenage girls, it attracted a lot of hate. Despite winning numerous Oscars, Titanic, for the longest time, had a negative reputation, especially among men.

In hindsight, if you had your image of Titanic shaped by the negative media landscape surrounding it in the late 90s to the 2000s, I highly suggest you give it another go. It really is a wonderful film, and it's enjoyable and fun even if you're a guy. The special effects are second to none, the acting is great and James Horner's soundtrack is absolutely majestic. Even the love story itself, while a bit gushy in parts, is actually quite sweet and endearing. Both Rose and Jack are full realized, strong characters who you care about.

My advice, especially to 20-30 something year old men who were told all their life that 'Titanic sucks', is to give it a chance. You're sleeping on not only a great drama, but a great action movie as well.",9
30 July 1998,One for the Ages,"This movie re-wrote film history in every way. No one cares what anyone thinks about this movie, because it transcends criticism. Every flaw in the movie is easily overcome by the many amazing things the movie has going for it. It is an extremely beautiful movie, and I doubt many of us will see anything like it again. I've seen it more times than I care to count, and I still become transfixed every time, with a feeling which is hard to describe. One for the ages.
543 out of 825 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
30 June 2020,"One of many movies and many stories from the ship of dreams, but still floats at the top of the list.","I have watched Titanic how many times I don't know. Everytime I watch it, I still cry, laugh, smile, and feel. The story flows with tension throughout the movie; two actors' acting and chemistry need applaud; Sinking ship is realistically filmed; 'My Heart Will Go On' is perfect fit for Jack and Roses' love story and is timeless as well. All the movie's factors are fully qualified. What more can I say? It is the masterpiece.",10
13 October 2018,James Cameron's Titanic is a masterpiece and a tour de force of filmmaking,"Titanic is world famous. The film that broke every box office record on release and wore the box office champion crown for many years(until it was overtaken by Jim Cameron's Avatar) is special because not only does it showcase the Titanic disaster in all its glory the film is a technical achievement of the highest order. The sinking sequence is astonishing and it feels like you are watching the actual ship sink. The characters and actors are amazing and even with a large running length you never dare look at the watch. James Cameron is a master director and Titanic is his stamp of authority.
66 out of 75 found this helpful. Was this review helpful? Sign in to vote.
Permalink",
11 January 2015,"Haunting, Powerfully Resonant And Visually Stunning","James Cameron's 'Titanic' shares a similar motto to Marmite, ""you either love it or hate it"", I for one love this film, yes I know it's got a drawn out romance story, but there's just something about the 3-hour fill of the film that makes its such a spectacularly emotional and beautiful movie. I saw this a lot when I was growing up, this was one of the films of my childhood, it is truly a powerfully resonant and visually stunning movie of epic proportions. Personally I favour the British original 'A Night to Remember', but this is a pretty close contender. Winner of 11 Oscars, James Cameron's romantic-disaster epic is a triumph of cinema that boasts perfect chemistry between Kate and Leo as the lovers bound for tragedy. Many people disregard this film nowadays solely because it's become the most popular film ever made alongside Cameron's other epic 'Avatar', and whilst 'Titanic' is definitely not one of my favourite films, it's just so powerfully amazing and no doubt at all it has once brought a tear to everyone's eyes. The main aspect I love in this film is James Horner's haunting score that was a key ingredient in the film's success, it is simply perfect, too bad Celine Dion had to close this on her awful pop version. Nonetheless, 'Titanic' is a modern classic and a beautifully spectacular film that will live on.",
27 June 2019,the ultimate lovestory,"Titanic is the film ive viewed 2nd most of all, i am the kinda guy that can watche a good movie once every 2 to 3 months, and ive seen titanic some 25-30 times and i should know the storyline pretty well.

when seeing this in the theater first time alone and the next night with my wife i was lost for words each time. my wife cried the whole night and well into the next night of this lovestory, and whenever i put this in the video, i know ill have the tv space for myself, cause she made a promise to never ever let herself into a mental state again as when watching it the first time.

its not so much the act that does this film, its far too cliched' to become a marvel of acting, but its the heart and the cruelty of life and death that crushes my heart each time i see it. the last 15 minutes are the worst, and i usually stop when the flag goes below the surface of the ocean..

the grumpy old man might be a cry-baby, but its worth it, the second highest on my ever best movie list",10
9 August 1998,bravo,"Firstly and foremostly, I am a guy, which (in most cases) means I did not go see Titanic to see DiCaprio...although I think he can be a great actor. Reading through earlier comments, i grew a bit weary of hearing about lame script and shallow characters. I went to see a ship sink...the plot and the characters were, at least to me, a kind of icing on the Cake. I actually think a lot of the characters were done well; that is, by the time they die in freezing water, you actually felt a tinge of sadness for them. But , by the time Titanic was over, I was sufficiently moved to make me tell people that it was a great movie. Kate Winslet was good, Kathy Bates was perfect, Leo was ok (I'll give you people that - I've seen him shine like I know he can ... Basketball Diaries, Romeo & Juliet). But ultimately, the Titanic sinks...and it was absolutely stunning. Bravo to Cameron. He didn't just show us a large ship sinking, he showed us the back half of it crashing down on a hundred freezing, drowning people; he showed us a third class mother attempting to sing her children to sleep because she knew they were all doomed (broke my heart - i cried the most right there at that point), he showed people who worked extremely hard to get OUT of the bowels of the ship only to be sucked back in when a random window shattered and the water carried them on back in...detail. I like detail in a movie. Very impressive job.",
3 June 2002,Amazing,"I saw this movie opening day and it took my breath away. James Cameron's fictional story of Jack and Rose entwined with real life occurances was haunting and absolutely beautiful. He is an amazing director and writer that this movie would not have worked without him.

Kate Winslet was stunning as Rose and this movie belonged to her as you couldn't imagine anyone else playing this role.

Leonardo DiCaprio was really good as Jack and he should have had an an Oscar nomination for this role and the ever brilliant Billy Zane didn't disappoint in his role as Rose's fiance Cal. His portrayl of Cal was so evil that despite being an awful person, you couldn't help but feel sorry for him, especially when despite all his doings he loved Rose so much.

James Horner's music was just as haunting and he always lifts the movie he works on to the ultimate level.

Kathy Bates was equally impressive in a small role and provided quite a few of the laughs of the film.

Everything from the special effects, to the sets to the costumes were pure magic.

This would have to be one of the most wonderful films of the 20th Century and one that will never be forgotten.",
31 July 2020,Why low score?,"People are crazy. They rate Avengers so high and they rate this masterpiece low? This is beyond absurd. You guys should encourage great filmmakers like this one not stupid ones like the super hero franchises. For the love of god.
268 out of 314 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
16 August 2018,James Cameron's Titanic is a masterpiece and a tour de force of filmmaking,"Titanic is world famous. The film that broke every box office record on release and wore the box office champion crown for many years(until it was overtaken by Jim Cameron's Avatar) is special because not only does it showcase the Titanic disaster in all its glory the film is a technical achievement of the highest order. The sinking sequence is astonishing and it feels like you are watching the actual ship sink. The characters and actors are amazing and even with a large running length you never dare look at the watch. James Cameron is a master director and Titanic is his stamp of authority.
27 out of 29 found this helpful. Was this review helpful? Sign in to vote.
Permalink",
28 November 2005,"Despite some glaring faults,Cameron's mixing of romance with real life disaster is still impressive and occasionally brilliant","It's really quite odd. When Titanic first came out,the reviews were mixed but the public generally loved it,those who disliked the film were definitely in the minority. Over the years,it has became somewhat fashionable to slag Titanic off,even if a great many of those people who did so were probably amongst those who made it such an enormous hit in the cinemas. Titanic is flawed,definitely,sometimes greatly so. However,it's also a tremendous achievement for it's director James Cameron. Mixing a real disaster with romance is harder to do than some might think. Maybe he did have a right to say ""I'm king of the world"" when the film won Best Picture at the Oscars. Just once.

The modern day opening is excellent,making effective use of some of Cameron's real footage he took of the sunken Titanic. There is a real sense of mystery. Than we flash back to the Titanic being boarded,and the film stalls just a little for around two hours. The attention to detail is amazing {even all the cutlery matched,you know} and there is nothing wrong with an extremely slow build up to action-think of The Seven Samourai. However,the central romance between Leo and Kate is often badly written and unconvincing. For a start Kate's Rose would certainly not have done two things she does in the film as quickly as she did {Obviously thousands of teenage girls seeing the film in 1997 would disagree with my views}. We also have to suffer Cameron constantly labouring the point that the poor people on the ship are better than the rich people.

However,the final 80 or so minutes,detailing the sinking,is simply brilliant film making. The suspense is built expertly,even though we know what will happen,and climaxes with some technical shots which are still impressive. Perhaps there is a little two much emphasis on the central couple,but there are some truly moving moments,and it really feels true,although of course Cameron did play with the facts a little here and there,as at least one descendant of one of the survivors has pointed out. The following sequence involving the boats is extremely haunting,with some especially good use of sound. As for the final scene,it does manage to be pretty moving,it's schmaltzy but it works {though hardly original,think of Somewhere In Time and various 40s romantic fantasies}.

Titanic has some excellent use of CGI {watch out for the transitions from present to the past on the sunken ship} and one glaringly bad special effect-the iceberg which looks like polystyrene. James Horner's best selling score is really quite poor and only occasionally brings the emotion it should do. Performances are generally excellent and sometimes succeed in overcoming some thin characterisation {such as Billy Zane as Rose's fiancée,who even has to suffer with far too much eye make up!}

Overall Titanic is still worth seeing,and sometimes it really does hit the heights that it should. It succeeds more than it fails,which is impressive in a film as ambitious as this.",
12 February 2023,"This is one of the greatest films of all time, and I will fight you on this fact.","This is one of the greatest films of all time, and I will fight you on this fact. This is such a beautiful film, and has one of the greatest love stories I've ever seen brought to screen. It's an iconic film, so I don't know if I can bring anything new to the table. But still... I must say that these are some of the best characters ever. Rose is such a wonderful character, and I love the arc she experiences over the film. Jack is a charming love interest, and Cal is such a dynamic character, and is a fine villain. So many of the characters are played to perfection. The sinking in this film is one of the best technical feats in cinema, and I feel every emotion I can in this film. The cinematography is gorgeous, and the costumes are also glorious. The music is also wonderful, and the song 'My Heart Will Go On' is simply iconic! This is a film that is so cinematic and wonderful. Also, I got to see this on the big screen for the re-release, and it was absolutely amazing, and the way the film was meant to be experienced. It's one of the best cinematic experiences, and I love it.",10
13 February 2022,"The general consensus rating on here should certainly not be as low as 7.9 for a classic, masterpiece, historical period piece romance drama film","My favorite film of all time. The best romance film ever made. The greatest love story ever told. When I was 12 years old, I watched Titanic for the first time and I felt so moved after this resonating cinematic experience. Everything about this film is timeless. From the mesmerizing lead performances, set design, costumes, cinematography, editing, music, and themes of love, loss, sacrifice, and social class politics of the early 20th century... this film will always have a special place in my heart. A notable mention is I consider Leonardo DiCaprio and Kate Winslet to be one of the best film couples of all time, and their undeniably beautiful, captivating, natural chemistry is unmatched.

Titanic is an iconic, classic film that I recommend for old, current, and future generations of film watchers.
8 out of 9 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
29 January 2022,"A very good film, amazingly underrated on IMDb","It's sometimes difficult to assess a movie that was such a phenomenon in its day. Titanic was a gigantic hit upon release, talked about everywhere, unavoidable. In parallel to its massive popularity, there was also a backlash of people denouncing it as clichéd and overly sentimental, a lot of whom were probably deliberately disliking it because of its ubiquity. Now, it's of that awkward age where it's too recent to merit classic status but too distant to still really be talked about much. As such its standing in posterity seems to be undecided, as yet.

Historical romantic epics like this have long been around, and have long done well at box offices and awards ceremonies. And yes, they may be formulaic, but there is a certain craft in ticking all the boxes. Titanic works by bringing us in, with those opening scenes, with the position of a clinical observer of the wreck, as we might have seen it in books or documentaries. The framing narrative has a modern familiarity that we can relate to. We are then gradually eased back into the past, and the story of the ship and those who sailed aboard her become humanized. And I'm not just referring to the central love story. In writing his screenplay, James Cameron goes to lengths to pick hundreds of tiny strands, from the real fates of historical personages to brief flashes of unnamed figures. This broad, human retelling of a great disaster gives Titanic a wonderful richness, not to mention a deeper poignancy.

Cameron was at this point best-known for his blockbusting actioners like Aliens and the Terminator movies, so as a director he might have seemed out of his depth on Titanic. But Cameron was always a professional, never a show-off, and he could handle weighty subjects with maturity. He doesn't faff about with the camera, usually keeping it still while all the movement is within the frame. And of course, when the movie turns more action-orientated during the ship's sinking, his experience puts him in good stead. The collision with the iceberg is so suspenseful that, every time I see it, I still hope the ship will turn in time. Throughout the movie, there are a lot of point-of-view shots, more than most filmmakers dare to use these days, but the idea is to bring us close to the sensation of being there. But perhaps Cameron's greatest strength is his finding of an apt image to tell a story in an instant, from a man with his family frantically thumbing through a translation book to find his way off the ship, to Ismay's guilty face against the side of the ship as he is lowered down.

The studio took a gamble in allowing Cameron to cast two lead players who were as young and inexperienced as Winslet and DiCaprio, but it paid off. Winslet is not a traditional beauty, but she has a vivacious personality that makes her attractive and instantly likable. At first glance, DiCaprio seems to have been hired for his looks, but he proves to have a deep sincerity, such as when he confronts Winslet and confesses his feelings towards her. And after all, it's moments like this where performance counts the most. But what makes these two work is their believable youthfulness and that eager rapport between them. Passionate love stories that take place over a day or two can easily seem a bit false, but Winslet and DiCaprio seem so great together the briefness of their affair are irrelevant.

This diamond of a movie is not, I'll admit, without a few flaws. Despite the brilliant construction of the screenplay, the dialogue is woefully trite. The special effects are typically over-ambitious '90s CGI, with texture-less surfaces and too many fake people (although to be fair it still looks better than, say, a scale-model would). But whereas these problems would stick out like sore thumbs in a lesser picture, Titanic has such a grand sweep and emotional power that they become insignificant. I hope cinematic history will judge Titanic well because regardless of hype and counter-hype, it is everything a movie should be.",9
11 December 2001,"A film with a heart that focuses on two lovers, and sees the disaster through their eyes...","I have watched Titanic how many times I don't know. Everytime I watch it, I still cry, laugh, smile, and feel. The story flows with tension throughout the movie; two actors' acting and chemistry need applaud; Sinking ship is realistically filmed; 'My Heart Will Go On' is perfect fit for Jack and Roses' love story and is timeless as well. All the movie's factors are fully qualified. What more can I say? It is the masterpiece.",10
29 July 1998,Powerful Storytelling,"While some viewers were disappointed that this wasn't just another A NIGHT TO REMEMBER, I believe that the use of the fictional characters was an effective story-telling device.

We are brought into the story through Jack and Rose with the historical characters and events as a backdrop. The same device is used in such great films as GONE WITH THE WIND, THE CHARGE OF THE LIGHT BRIGADE, and THEY DIED WITH THEIR BOOTS ON. History is thus brought to life without being ponderous.
14 out of 19 found this helpful. Was this review helpful? Sign in to vote.
Permalink",
17 June 2002,"Timeless, moving, and epic","Every once in a while the conversation will turn to ""favorite movies."" I'll mention Titanic, and at least a couple people will snicker. I pay them no mind because I know that five years ago, these same people were moved to tears by that very movie. And they're too embarrassed now to admit it.

I just rewatched Titanic for the first time in a long time. Expecting to simply enjoy the story again, I was surprised to find that the movie has lost none of its power over these five years. I cried again.... in all the same places. It brought me back to 1997 when I can remember how a movie that no one thought would break even became the most popular movie of all time. A movie that burst into the public consciousness like no other movie I can recall (yes, even more than Star Wars). And today, many people won't even admit they enjoyed it. Folks, let's get something straight -- you don't look cool when you badmouth this film. You look like an out of touch cynic.

No movie is perfect and this one has a few faults. Some of the dialogue falls flat, and some of the plot surrounding the two lovers comes together a little too neatly. However, none of this is so distracting that it ruins the film.

Leonardo DiCaprio and Kate Winslet are wonderful. Leo is one of the fine actors of his generation. Wait 'til you see him in Gangs of New York before you call him nothing more than a pretty boy. Kate Winslet was so strong in this film. The movie really was hers, and she held it together beautifully.

James Cameron managed what many believed was impossible by recreating a completely believable Titanic. The sinking scenes were horrific, just as they were that night. How anyone can say the effects were bad is beyond me. I was utterly transfixed.

This film is one memorable scene after another. Titanic leaving port in Southampton. Rose and Jack at the bow, ""flying"". ""Iceberg, right ahead!"" The screws hanging unbelievably out of the ocean. The screams of the doomed after she went down. And that ending that brought even the burliest man in the theater to tears.

The music, which has also been a victim of the film's success, was a key ingredient. James Horner's score was simply perfect. And the love theme was beautiful and tragic. Too bad Celine Dion's pop song version had to destroy this great bit of music for so many.

I confess, I am a Titanic buff. As such, I relished the opportunity to see the ship as we never got to see it -- in all its beauty. Perhaps watching it sink affected me more than some because I've had such an interest in the ship all my life. However, I doubt many of those I saw crying were Titanic buffs. I applaud Cameron for bringing this story to the masses in a way that never demeaned the tragedy. The film was made with such humanity.

Another reviewer said it better than I ever could: Open up your hearts to Titanic, and you will not be disappointed.",10
5 July 2023,"When the boat sinks, this film starts to rise","Since I was a teenager in 1997, I can say with some degree of confidence that Titanic was made for teenage girls. Almost all of my female friends of the time adored this movie and paid to see it multiple times in theaters, so I can see why it saw so much box office success. Also, there's no question that when the boat sinks, it's terrifyingly spectacular. However, the real downfall of this movie is the terribly corny dialogue. The script sounds like it was written by adolescents. Plus, the love story is overly melodramatic. I can see why Titanic made a splash, but I only really enjoy the last half.
6 out of 7 found this helpful. Was this review helpful? Sign in to vote.
Permalink",7
