Date,Title,Review,Rating
22 August 2019,"slighty awkward or boring at times, slow dialog, some cool stuff","Unfortunately clumsy. I enjoyed all previous Avengers, and a few scenes in this are very cool and funny, but this one lowers the bar overall. For me the story petered out instead of maintained momentum from previous movies. The dialogue struggles to be interesting, boring sequences at time.

Clumsy Avengers fit awkwardly together for group photo, like bad high school reunion. That said, I enjoy Avengers like everyone else for years, just not this one so much.

The super-power woman, Capt Marvel, her powers are overdone. Too simplistic, too much power. No reason for her to lose any fight.

Was a big collective of all heroes even necessary? Sort of not really.

Some scenes linger way too long, drawing out already thin content. And where was Dr Strange? He hardly had anything to say, and very brief appearance, yet he was in possession of crucial aspect of story.",6
16 July 2019,A must watch,"great performances
incredible visuals
story ends in a way to set worth a new generation of marvel stories/characters
perfect send off for the original actors
a must see for any marvel or superhero fan
15 out of 23 found this helpful. Was this review helpful? Sign in to vote.
Permalink",9
6 August 2019,Pure torture,"I had to take several breaks, walk the dogs, play videogames and clean the house, while watching this absolutely ridiculous and nonsensical pile of rubbish and now afterwards, I'm asking myself why I put myself through such suffering. To what end. I guess I was hoping there would be one scene or at least one line that put a smile on my face or made me feel anything at all except extreme pain and boredom. There wasn't any of that unfortunately, so I just wasted three hours of my life I could have spent on basically anything else and it would have been more worth while. I can't decide which one was more painful to watch, this or Aquaman? Both equally and utterly disappointing I guess.
278 out of 545 found this helpful. Was this review helpful? Sign in to vote.
Permalink",7
6 May 2019,Time travel is such a lazy way to write stories,"But its a pretty good film. A bit of a mess in some parts, lacking the cohesive and effortless feel infinity war somehow managed to accomplish. Some silly plot holes and characters that could've been cut (Ahem, captain marvel and thanos). The use of Captain marvel in this film was just ridiculous. Shes there at the start, bails for some reason? And then pops up at the end to serve no purpose but deux ex machina a space ship...

The past thanos part wasn't necessary when you think about it, they could've done this film without a real 'villain' And it would've worked and been a original take on a super hero film without using the same formula we have seen in 10+ super hero films already. The entire final battle felt like a rehashed messy battle, with a bunch more characters against thanos - basically mixing the space battle from infinity war; iron man, spider man etc and the final battle of infinity war with captain america, thor etc.. mashing those two into one within this new film. The scenes of trying to pull the gauntlet off his hand.. it all felt like a rehash.

To me the best part of the film was the first act and half of the second, when everyone is lost and trying to figure out how to continue on. really interesting themes that followed the pay off from infinity wars ending. And then the time heist part. Tho the heist part should've been much more stretched out. With only small parts of thanos within that, and not having him be the big bad again. But just a side character that gets in the way a little bit.

And the setting up for 'new avengers' to replace the beloved actors and characters we have come to associate with these films.. they do not get me at all excited for the next phase in marvel films. Falcon, Valkyrie, blackpanther, cap marvel? I just dont care about them at all. And their actors lack any charisma or depth.

To me this feels like a closing of marvel films that I'll really enjoy for my pop corn fix. I've given infinity war a 10/10 and some of the stand alone films 8's and 9's. But I have a sinking feeling this will not be happening in the future except the guardians of the galaxy films.

It seems i maybe in the minority for my feelings towards this film, but im not sugar coating my opinion like it seems a few people are doing due to nostalgia. Its good, but not great. Had the opportunity to be better, maybe? And the setting up of new characters to come possible reflects on my score to... Because i just don't give two cents about any of them",4
1 August 2019,"Half this movie is boring, emotional dialogue, unlike the first part all action!","I have watched the first part many, many times. Every minute of it was accounted for with importance to the plot - not wasted on snowflake emotions.

This second half has an excellent plot, but oh, my - how it dragged on with talk and tears!

I also didn't like Pepper suddenly being outfitted as a fighter?! lol! And, considering the future hero roles revealed in this one, can we eventually expect a white Black Panther, too?! Don't get me wrong - I don't want to see a white Black Panther.

Several other points of disappointment, too.

Bummer.
119 out of 235 found this helpful. Was this review helpful? Sign in to vote.
Permalink",
24 April 2019,A little bit underwhelmed,"Don't get me wrong, the movie was great, but would I watch it a second time? Probably not - until the DVD comes out.

I've seen infinity war at least 5 times, and it's one of my favorite films.

That being said, i will compare the two movies for sure, and I just disliked the pacing, it was all over the place. Some Characters felt off, and some got little to no screen time, where others had too much.

It's just too many characters for one movie, even though infinity war did it much better, with just as many characters. I just can't put my finger on it.

The fighting scenes were alright, the first half lacked action, but the second half delivered some good solid scenes, nothing groundbreaking, but fun to watch. They can't reinvent the wheel, neither do they want to. They stick to what works, and that's alright.

All in all, the movie was a close 8/10, the fanboys who give it a 10 are just blind to accept the mistakes the movie made. It's not a perfect film, even an 8 is really generous in my opinion. The Movie works with nostalgia and gives fans of the MCU the things they wanted, more or less.

Still thinking Thor 3 was the best MCU movie. Sue me.",8
19 August 2019,nothing here keep on walking,"3 hours out of my life I will never get back. not worth the hype. you think the soap opera is done by the ultimate battle. think again. let us milk it and release another spider man. geez a lou.
257 out of 521 found this helpful. Was this review helpful? Sign in to vote.
Permalink",8
24 April 2019,The zenith of the MCU franchise.,"I feel like I'm wasting my time writing down my thoughts about Avengers: Endgame, because nothing I (or any critic) could say about it would ever dissuade a prospective viewer from seeing it. But after having had the chance to watch it at a preview screening, I can't help but say a few spoiler-free words.

I'm not your average fanboy -- most long-running franchises have bored me at this point, and I couldn't care less about the newest Star Wars episode or whether there will be another film set in the Harry Potter universe.

But Marvel films have been consistently watchable, with many solid entries and a few great ones (Winter Soldier, Ragnarok, the first Guardians of the Galaxy among others). And after Infinity War ended with a cliffhanger, I was looking forward to the conclusion. Boy, was I not disappointed!

Very few highly-anticipated movies live up to the hype, but Avengers: Endgame is one of them. It's the perfect follow up to Infinity War, and the absolute zenith of the Marvel franchise. It's hard to see how they'll be able to top this one.

It's surprisingly inventive (even when you know where the story is headed, the plot takes a few tangents getting there), emotionally engaging (a few people were crying in the theater) and surprisingly funny (this is probably the most I've laughed in a Marvel film since Thor: Ragnarok). Visually speaking, it's a true spectacle (topping Infinity War in the 'epic battle' stakes), and even though it's three hours long, it doesn't feel bloated. The only times I glanced at my watch was because I was hoping there would be more time before the end.

Yes, it's a superhero movie, but an immensely entertaining one (especially for fans who have seen all the pictures that came before it: there are tons of references and inside jokes to reward the faithful).

If ""Return of the King"" managed to win Best picture at the 2003 Oscars Avengers: Endgame deserves at least a nomination. It's as good (and in many ways better) a conclusion to a fantasy/genre series as the Peter Jackson film,.

Go see it.",9
23 December 2021,Epic,"One of the best superhero movies I have ever watched.

All the actors really nailed their roles.

Especially my one and only favorite iron man.

Robert Downey Jr is irreplaceable in Iron man role.
19 out of 30 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
2 March 2020,Great climax!,"But its a pretty good film. A bit of a mess in some parts, lacking the cohesive and effortless feel infinity war somehow managed to accomplish. Some silly plot holes and characters that could've been cut (Ahem, captain marvel and thanos). The use of Captain marvel in this film was just ridiculous. Shes there at the start, bails for some reason? And then pops up at the end to serve no purpose but deux ex machina a space ship...

The past thanos part wasn't necessary when you think about it, they could've done this film without a real 'villain' And it would've worked and been a original take on a super hero film without using the same formula we have seen in 10+ super hero films already. The entire final battle felt like a rehashed messy battle, with a bunch more characters against thanos - basically mixing the space battle from infinity war; iron man, spider man etc and the final battle of infinity war with captain america, thor etc.. mashing those two into one within this new film. The scenes of trying to pull the gauntlet off his hand.. it all felt like a rehash.

To me the best part of the film was the first act and half of the second, when everyone is lost and trying to figure out how to continue on. really interesting themes that followed the pay off from infinity wars ending. And then the time heist part. Tho the heist part should've been much more stretched out. With only small parts of thanos within that, and not having him be the big bad again. But just a side character that gets in the way a little bit.

And the setting up for 'new avengers' to replace the beloved actors and characters we have come to associate with these films.. they do not get me at all excited for the next phase in marvel films. Falcon, Valkyrie, blackpanther, cap marvel? I just dont care about them at all. And their actors lack any charisma or depth.

To me this feels like a closing of marvel films that I'll really enjoy for my pop corn fix. I've given infinity war a 10/10 and some of the stand alone films 8's and 9's. But I have a sinking feeling this will not be happening in the future except the guardians of the galaxy films.

It seems i maybe in the minority for my feelings towards this film, but im not sugar coating my opinion like it seems a few people are doing due to nostalgia. Its good, but not great. Had the opportunity to be better, maybe? And the setting up of new characters to come possible reflects on my score to... Because i just don't give two cents about any of them",9
2 August 2019,Just terrible!,"They've really scrapped the bottom with this one! Oh so Bad!
125 out of 261 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
14 June 2019,These get worse!!!,"I don't really know what all the hype is about. Bored watching this as it's the same again just rehashed. Glad to see the back of the Avengers to be honest.
139 out of 261 found this helpful. Was this review helpful? Sign in to vote.
Permalink",7
24 April 2019,The best Marvel Superhero movie ever and also the epic conclusion to the 21 movies in the MCU,"Avengers: Endgame is above all the best Marvel superhero movie to date. This is also the best and epic conclusion to the 21 movies in the first 10 years of the MCU. This is the epic culmination. The best storytelling ever told.
962 out of 1,902 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
26 April 2019,Not the Endgame I hoped for,"But its a pretty good film. A bit of a mess in some parts, lacking the cohesive and effortless feel infinity war somehow managed to accomplish. Some silly plot holes and characters that could've been cut (Ahem, captain marvel and thanos). The use of Captain marvel in this film was just ridiculous. Shes there at the start, bails for some reason? And then pops up at the end to serve no purpose but deux ex machina a space ship...

The past thanos part wasn't necessary when you think about it, they could've done this film without a real 'villain' And it would've worked and been a original take on a super hero film without using the same formula we have seen in 10+ super hero films already. The entire final battle felt like a rehashed messy battle, with a bunch more characters against thanos - basically mixing the space battle from infinity war; iron man, spider man etc and the final battle of infinity war with captain america, thor etc.. mashing those two into one within this new film. The scenes of trying to pull the gauntlet off his hand.. it all felt like a rehash.

To me the best part of the film was the first act and half of the second, when everyone is lost and trying to figure out how to continue on. really interesting themes that followed the pay off from infinity wars ending. And then the time heist part. Tho the heist part should've been much more stretched out. With only small parts of thanos within that, and not having him be the big bad again. But just a side character that gets in the way a little bit.

And the setting up for 'new avengers' to replace the beloved actors and characters we have come to associate with these films.. they do not get me at all excited for the next phase in marvel films. Falcon, Valkyrie, blackpanther, cap marvel? I just dont care about them at all. And their actors lack any charisma or depth.

To me this feels like a closing of marvel films that I'll really enjoy for my pop corn fix. I've given infinity war a 10/10 and some of the stand alone films 8's and 9's. But I have a sinking feeling this will not be happening in the future except the guardians of the galaxy films.

It seems i maybe in the minority for my feelings towards this film, but im not sugar coating my opinion like it seems a few people are doing due to nostalgia. Its good, but not great. Had the opportunity to be better, maybe? And the setting up of new characters to come possible reflects on my score to... Because i just don't give two cents about any of them",6
4 May 2019,"The writers got carried away, the directors over reached and the studio sacrificed the integrity of their product.","But its a pretty good film. A bit of a mess in some parts, lacking the cohesive and effortless feel infinity war somehow managed to accomplish. Some silly plot holes and characters that could've been cut (Ahem, captain marvel and thanos). The use of Captain marvel in this film was just ridiculous. Shes there at the start, bails for some reason? And then pops up at the end to serve no purpose but deux ex machina a space ship...

The past thanos part wasn't necessary when you think about it, they could've done this film without a real 'villain' And it would've worked and been a original take on a super hero film without using the same formula we have seen in 10+ super hero films already. The entire final battle felt like a rehashed messy battle, with a bunch more characters against thanos - basically mixing the space battle from infinity war; iron man, spider man etc and the final battle of infinity war with captain america, thor etc.. mashing those two into one within this new film. The scenes of trying to pull the gauntlet off his hand.. it all felt like a rehash.

To me the best part of the film was the first act and half of the second, when everyone is lost and trying to figure out how to continue on. really interesting themes that followed the pay off from infinity wars ending. And then the time heist part. Tho the heist part should've been much more stretched out. With only small parts of thanos within that, and not having him be the big bad again. But just a side character that gets in the way a little bit.

And the setting up for 'new avengers' to replace the beloved actors and characters we have come to associate with these films.. they do not get me at all excited for the next phase in marvel films. Falcon, Valkyrie, blackpanther, cap marvel? I just dont care about them at all. And their actors lack any charisma or depth.

To me this feels like a closing of marvel films that I'll really enjoy for my pop corn fix. I've given infinity war a 10/10 and some of the stand alone films 8's and 9's. But I have a sinking feeling this will not be happening in the future except the guardians of the galaxy films.

It seems i maybe in the minority for my feelings towards this film, but im not sugar coating my opinion like it seems a few people are doing due to nostalgia. Its good, but not great. Had the opportunity to be better, maybe? And the setting up of new characters to come possible reflects on my score to... Because i just don't give two cents about any of them",4
