Date,Title,Review,Rating
11 April 2003,Hitchcock Would Be Proud--If it Didn't Have So Many Darn Plot Holes...,"All star casting and performances, creative and suspenseful writing, excellent directing, and spot on cinematography and score. A little far fetched you say? Maybe not if you're RICH rich. Either way, that's the point, and why it was so fun! Maybe one day we'll see a Part 2. A well deserved 9/10 from me.",6
27 February 2018,"Good start, then the ending was bad.","All star casting and performances, creative and suspenseful writing, excellent directing, and spot on cinematography and score. A little far fetched you say? Maybe not if you're RICH rich. Either way, that's the point, and why it was so fun! Maybe one day we'll see a Part 2. A well deserved 9/10 from me.",5
18 November 2010,It's Completely Lacking In Credibility,"I like psychological suspense-thrillers. What makes them work really well is believability. No matter how outlandish the story may seem, there has to be at least a bit of your brain that's saying as you watch ""I could see that happening."" That's when you get drawn into the story. That's when suspense takes hold. That's when you begin to be able to feel the fear of the main characters. That's when a psychological suspense-thriller works really well. Unfortunately, ""The Game"" doesn't work really well. It doesn't do any of the above. It's simply not believable. Never once in the movie (or at least once we were introduced to the game that Nicholas Van Orten was playing) did I have the thought that ""I could see this happening."" Never. It was too outlandish. Think about it. In order for this game to work, pretty much the entire City of San Francisco would have had to have been onside. Van Orten could have done any number of things or (and here's the real problem) encountered any number of people who - not being in on the game - could have changed things completely. The game (to me at least) is unworkable; unplayable. Since that was my feeling right from the start, I didn't get pulled in by the story. I found it long and drawn out. The writers tried valiantly to keep me on my toes by throwing twists and turns and surprises - but I really didn't care, because I just didn't believe any of it. Too bad.

Too bad, because the cast was good and solid. Michael Douglas was in character, playing a fairly stereotypical character for him, as Nicholas Van Orten, and Sean Penn did well as his little brother Conrad, who presented Nicholas with the game as a birthday gift. I liked Deborah Unger as the ""waitress"" Christine. Honestly? She's attractive, but not the most beautiful woman I've ever seen, but she had a chemistry with Douglas, and she did present a real aura of sexiness, even though that wasn't particularly what the character was about (the ""I'm not wearing any underwear"" comment notwithstanding!)

The basic idea of a movie about a ""reality game"" (made in the era before ""reality TV"" became a staple) was interesting. If this had just been toned down a bit, and the scale of the game not been quite so large, it would have been more credible and therefore much more suspenseful and satisfying.",4
28 January 2007,An extremely underrated movie,"After the great success, both with critics and with the public, of ""Seven"", Director David Fincher turned to this film. It has often been said that this movie was one he'd wanted to make for a long time and upon viewing you can really see his belief in both characters and the story- overall an excellently directed movie.

Although several people argued that ""Seven"" was gory, in my opinion it wasn't, for example, there is a total lack of blood in the Lust scene, something which I particularly admired- the fact that a director could make a chilling and shocking movie without resorting to piling tons of blood onto the screen. Fincher continues this streak in ""The Game"" by drawing the tension and shocks of the film by using psychological terror.

Unfortunately, the movie could not parallel the success of ""seven"" upon its release and also received mixed critical reviews, however since then it has become somewhat of a cult movie with far more success on DVD than in the box office.

Perhaps most notable about the film is the fact that (apparently) Fincher himself often seems to direct his actors in a detached way, the way one might move around chess pieces in a game. Whether this is 100% true or not his direction, the acting and just about everything else is superb.",8
5 March 2001,An intelligent tale from start to finish.,"Let me just tell you that, as a middle aged film buff, I have seen my share of flicks, good and bad. Very few rate as high as ""The Game"" in entertainment value. ""The Game"" is most definitely one of the ""most fun"" movies to hit the silver screen in a long time. Filled with plot twists and turns, this film takes the movie-goer on a psychological roller coaster ride from the tile screens to the final credit roll.

""The Game"" is truly an intelligent tale, sort of a brain teaser that you get to watch and listen to, with a time limit. You have just 128 minutes to solve this, and chances are, like me, you'll be hanging on the solution to this puzzle until the very end.

The script was well written by a writer who clearly understands the needs of an adult audience. Yes, we like our fun but we like to exercise our brains once in a while also. And let there be no mistake about the great performances offered here by Michael Douglas and his co-stars. I was engrossed by all and couldn't take my eyes of the screen.

There is plenty for everybody here. Fun for all. A big winner in my book and definitely on my list of all time favorites. Get it and enjoy the ride!",9
24 December 2011,David Fincher's The Game gets another fine performance from star Michael Douglas,"Just watched this suspense thriller directed by David Fincher and starring Michael Douglas on HD DVD. Douglas is a broker in San Francisco who's about to have a birthday coming up. His brother Sean Penn gives him a present in the form of a possible membership in a company with the initials C.R.S. I'll stop there and just say that while things get unbelievably ridiculous, one gets curious anyway because of how one just wants see what they would do next. Fine supporting performances by Deborah Kara Unger as ""Christine"", Armin Mueller-Stahl, and James Rebhorn as someone connected with C.R.S. in more ways than one. Really, all I'll say now is I highly recommend The Game.
7 out of 9 found this helpful. Was this review helpful? Sign in to vote.
Permalink",8
2 July 2021,"Strange, but captivating","All star casting and performances, creative and suspenseful writing, excellent directing, and spot on cinematography and score. A little far fetched you say? Maybe not if you're RICH rich. Either way, that's the point, and why it was so fun! Maybe one day we'll see a Part 2. A well deserved 9/10 from me.",7
6 June 2021,One twist too many almost completely ruins an otherwise effective thriller.,"For its majority, 'The Game (1997)' is a well-made, compelling thriller. Fincher gives the film a great atmosphere and Douglas is excellent in the leading role. After a fairly slow but necessary set-up, the eponymous 'Game' begins and from there the thing is fast-moving and exciting. Sure, there are a few things that don't really make all that much sense and require a certain suspension of disbelief, but you sort of just go with it and it isn't really an issue for a long time. It's full of twists and turns, constantly keeping the audience as uncertain of the truth as our protagonist; this works for the most part. Frustratingly though, the film falls hard at the final hurdle. It has one twist too many, one that completely derails all that has come before. By including this final reveal, most of the film actually makes no sense - suspending disbelief isn't going to help you here. It asks you to accept that absolutely absurd things have been happening throughout the film in order to accept the ending, which actually makes a lot of what has come before seem rather comical. The protagonist also has such an out-of-character reaction to the reveal that it feels like some kind of dream sequence. It's a fantasy-like ending to a previously serious, mostly grounded thriller that leaves an absolutely sour taste in the mouth. Thankfully though, while you're on the ride it is entertaining and successfully thrilling, primarily thanks to Fincher's involvement. However, it does come to a highly unsatisfying screeching halt that makes you forget that it is actually well-done for 90% of its runtime. As a whole, it's unfortunately just shiny schlock. 6/10.",6
21 February 2001,Like opening a lavishly wrapped present and discovering that the wrapping is all there is... (MAY CONTAIN SPOILERS),"All star casting and performances, creative and suspenseful writing, excellent directing, and spot on cinematography and score. A little far fetched you say? Maybe not if you're RICH rich. Either way, that's the point, and why it was so fun! Maybe one day we'll see a Part 2. A well deserved 9/10 from me.",1
4 December 2013,Some Game,"David Fincher directed this twisty thriller that stars Michael Douglas as Nicholas Van Orton, a successful banker who gets a most unusual present on his birthday from his wayward brother Conrad(played by Sean Penn), a gift card to join CRS(consumer recreation services) an entertainment company. Curious, Nicholas visits them, and is asked many strange questions and given a physical exam. He doesn't take it seriously, though will later change his mind as it seems CRS is a sinister organization that puts his life in grave danger, as Nicholas is plunged into an ever-escalating series of events that threaten his life, and Conrad's... Frustrating film has some exciting scenes but ends up being, well, I won't give it away, but ask yourself how you would react if you were the target of this ""game"", and what your response would be!
9 out of 13 found this helpful. Was this review helpful? Sign in to vote.
Permalink",4
11 September 2011,The Game is ON.,"I was hungry like anything when I started watching this movie and that was the only time I felt hungry. 2 hours and 3 minutes passed like you are playing your favorite GAME and could not concentrate anything else. If you think Micheal Douglas is an over rated actor then this movie is enough to prove you wrong. Sean Penn does full justice to his cameo. This is not a movie that leaves you with puzzles after watching unlike many mystery thrillers, instead it solves itself and relaxes your muscles after a rough ride. This is a movie with an engrossing script, excellent acting and flawless direction. If you have not watched this movie yet then PLAY it. You wont regret it all. Entertainment at its best. Now I can have my snacks and you go watch it. 8/10
56 out of 72 found this helpful. Was this review helpful? Sign in to vote.
Permalink",8
26 September 2014,Functional gimmick expertly executed,"Nicholas Van Orton (Michael Douglas) is a lonely divorcée and extremely wealthy San Francisco investment banker. It's his 48th birthday which is the age of his father when he committed suicide in front of him. His absentee black sheep brother Conrad (Sean Penn) returns and gives him a card. What do you get for somebody who has everything? Consumer Recreation Services (CRS) which Conrad claims to be the best thing that ever happened to him. It's an unique game different for everybody. Jim Feingold (James Rebhorn) does the examination for CRS but Nicholas is rejected. Then he finds a dummy sprawled on his driveway with a CRS key and the game begins. Strange things start to happen. Waitress Christine (Deborah Kara Unger) spills on him and gets fired. They both get sucked into the CRS game.

This starts too slowly. There is a general lack of energy. The first 30 minutes almost lost me waiting for things to happen. It wants to be atmospheric. David Fincher is certainly good enough but I find myself not caring about Nicholas. He's a rich annoying douche with very little to like about him. It's an interesting if somewhat unoriginal gimmick. It would probably be better as a horror. I guess it would be helpful if I am naive enough to buy into the game. It would also be helpful to have a younger, sweeter, and more innocent actress to play Christine. The movie never escapes its manufactured sensibility. The point of most of this genre is to have Nicholas act paranoid and for the audience to question his sanity. His sanity is never in doubt in the mind of the audience. It's just one insane thing happening to him after another. And the cops would never say it's OK to murder him as long as Nicholas signed the contract. It's kinda stupid but the movie asks the audience to buy into it. It's so well made that I'm fine with how crazy this game gets. However it does go one too many turn. It would have been much better to leave with a sad ending.",5
10 March 2000,"A movie that looks good on the surface, but has a totally contrived ending that is shameful to the viewer.","""The Game"" was highly recommended to me. I watched it, found myself caught up in the action and plot twists. Then, at the end, the movie literally insults the intelligence of the viewer with its contrived ending. You end up feeling cheated for the time you spent watching it, plus, you have absolutely no feelings about the characters. I gave it a ""4"", being generous, but I certainly can't recommend this for any mature viewer. Maybe teenagers!
23 out of 41 found this helpful. Was this review helpful? Sign in to vote.
Permalink",
20 August 1999,Justifiable Homicide,"I watched this film with amazement throughout the whole thing. Excuse me, but who did the filmmakers market this to? I can say that if I had a relative of mine do to me what Sean Penn did to Michael Douglas in this movie, when I went on trial for their death I can't see how I wouldn't be found as justifiable homicide. This movie was ridiculous and stupid throughout, and the whole idea of Douglas picking up the female lead after everything she helped put him through, what a farce!
40 out of 61 found this helpful. Was this review helpful? Sign in to vote.
Permalink",1
4 September 2022,Great thriller but also very intricate,"All star casting and performances, creative and suspenseful writing, excellent directing, and spot on cinematography and score. A little far fetched you say? Maybe not if you're RICH rich. Either way, that's the point, and why it was so fun! Maybe one day we'll see a Part 2. A well deserved 9/10 from me.",8
8 January 2021,The Game is one of the best films with Michael Douglas,"The Game is one of the best films with Michael Douglas. Saspence manages to hold on until the end of the film, and it 's also worth noting attention to detail. Great thriller, I recommend.
3 out of 3 found this helpful. Was this review helpful? Sign in to vote.
Permalink",9
3 March 2022,The ending..,"I would have given it an 8 but that ending is one of cringest thing i ever seen. The movie is thrilling and becomes interesting. But it takes everything for granted. What kinda mega multimilionary agency takes to remove every single trace by the police or secret agency of a millionaire man? And the ending.. they almost killed him multiple times predicting to actually make him stay alive until the end. There's one thing that can't be predicted and that's someone death: what if he shot himself in the head?
8 out of 10 found this helpful. Was this review helpful? Sign in to vote.
Permalink",5
7 May 2006,"totally implausible, but who cares","All star casting and performances, creative and suspenseful writing, excellent directing, and spot on cinematography and score. A little far fetched you say? Maybe not if you're RICH rich. Either way, that's the point, and why it was so fun! Maybe one day we'll see a Part 2. A well deserved 9/10 from me.",8
5 October 2021,one of the best thrillers ever made,"Is the best david fincher movie i have ever seen. The style and mistery is over the top, the score is just engaging and you never know how much of this is real or not.
3 out of 3 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
17 May 2015,"Intriguing, but flawed, thriller","Intriguing, but flawed, thriller.

The Game relies heavily on a clever plot, and for you to suspend disbelief. The clever plot is maybe too clever for its own good, creating plot holes. Eventually, after the umpteenth twist the whole thing just feels implausible.

This said, it is quite entertaining - a roller-coaster ride of a movie. Very original too.

Solid performance from Michael Douglas in the lead role, in a role that suits him best (ie crime thriller). Good support from Deborah Kara Unger and Sean Penn.
8 out of 12 found this helpful. Was this review helpful? Sign in to vote.
Permalink",6
30 November 2018,Fincher sets the tone,"David Fincher shows early signs of his mastery of the thriller genre with this film. The tone throughout the film really creates a great atmosphere and helps keep the mystery interesting. The ending doesn't feel quite as impactful or jaw-dropping as I would have hoped for given the terrific build up to it, but it still is pretty satisfying.
5 out of 6 found this helpful. Was this review helpful? Sign in to vote.
Permalink",8
25 February 2022,Very Entertaining Thriller,"This movie is often described as exceptional and it definitely earns that descriptor. Well written, well cast and well acted. We thoroughly enjoyed this film. It is intense and holds your interest. Highly recommend.
3 out of 3 found this helpful. Was this review helpful? Sign in to vote.
Permalink",9
18 October 2021,Really good movie,"This movie is really very good. Typical David Fincher movie. It has you trapped all the time, you do not know what is happening until the end, if you like thrillers, I recommend it.
3 out of 3 found this helpful. Was this review helpful? Sign in to vote.
Permalink",8
16 January 2023,"Definately a thrill, but FULL of holes!","All star casting and performances, creative and suspenseful writing, excellent directing, and spot on cinematography and score. A little far fetched you say? Maybe not if you're RICH rich. Either way, that's the point, and why it was so fun! Maybe one day we'll see a Part 2. A well deserved 9/10 from me.",4
5 August 1999,A game? I prefer Monopoly...,"All through the movie we have the ""edge of the seat"" suspense of ""is this for real or part of the game?"". The movie gets more and more wild and less and less believable that it made me lose interest and just wait for it to over. The climax was even worse and made me roll my eyes over and over again 'till I got dizzy.

A game? Ok, a boring stupid game.
53 out of 93 found this helpful. Was this review helpful? Sign in to vote.
Permalink",1
25 July 2020,Disappointing,"All star casting and performances, creative and suspenseful writing, excellent directing, and spot on cinematography and score. A little far fetched you say? Maybe not if you're RICH rich. Either way, that's the point, and why it was so fun! Maybe one day we'll see a Part 2. A well deserved 9/10 from me.",5
25 October 2020,"A very twisty thriller which only works if you see it purely as a metaphor, and even then it's just fine","All star casting and performances, creative and suspenseful writing, excellent directing, and spot on cinematography and score. A little far fetched you say? Maybe not if you're RICH rich. Either way, that's the point, and why it was so fun! Maybe one day we'll see a Part 2. A well deserved 9/10 from me.",6
26 September 2022,Let the game begin,"Another film I've been meaning to get around to for ages, The Game concerns itself with high profile banker Nicholas who receives an odd birthday present from his brother - an invitation to play a mysterious game that is guaranteed to inject some excitement into your life. Intrigue gets the better of him and the game begins... and as the stakes increase and the life of him and his family become threatened, the lines between the game and reality become increasingly blurry.

I'm a big fan of Fincher's work, and this is one of his very best. The performances are great, the twisting and turning plot keeps you guessing and the film takes you on a crazy journey with a twist I genuinely did not see coming. Just as you think you've got it, in comes another curveball. Essential viewing.
3 out of 3 found this helpful. Was this review helpful? Sign in to vote.
Permalink",9
30 January 2011,This could have been a DISASTER!!!,"All star casting and performances, creative and suspenseful writing, excellent directing, and spot on cinematography and score. A little far fetched you say? Maybe not if you're RICH rich. Either way, that's the point, and why it was so fun! Maybe one day we'll see a Part 2. A well deserved 9/10 from me.",8
16 February 2022,An Elaborate Prank?,"I enjoyed the film until the big ""reveal"" - the ending. I'm like so many other reviewers that the ending (reveal) was rather a huge let down. The only thing that was interesting in the ending was - is the game really over? Did Nicholas fall into another rabbit hole with Christine or is the same game continue off screen? The music at the tail end of the film will leave you wondering.

Overall, I really enjoyed the film - just wish there was a bit more to the ending.

8/10.
4 out of 5 found this helpful. Was this review helpful? Sign in to vote.
Permalink",8
31 December 2014,It's all in the game,"All star casting and performances, creative and suspenseful writing, excellent directing, and spot on cinematography and score. A little far fetched you say? Maybe not if you're RICH rich. Either way, that's the point, and why it was so fun! Maybe one day we'll see a Part 2. A well deserved 9/10 from me.",6
