Date,Title,Review,Rating
14 June 2020,Childhood memories,"This is another classic animated movie from my childhood. This is a great story and a good amount of comedy with Dory. Must see family film.
10 out of 12 found this helpful. Was this review helpful? Sign in to vote.
Permalink",8
10 July 2005,Just keep swimming...,"Can Pixar and Disney miss with a film? Both Toy Story's, A Bugs Life, Monster's Inc., Finding Nemo, and The Incredibles. These movies are instant classics.

The movie in focus is Finding Nemo, a story of a clown fish named Marlin (voiced by Albert Brooks), trying to find his son Nemo who was taken away by scuba divers. With the help of a fish named Dory (Ellen Degeneres)Marlin bumps into on his journey, they set out on finding Nemo. The only problem is that Dory suffers from short-term memory loss. She can't remember anything except her name. It's sad but brings a lot of comedy to the movie.

Along the way they meet some priceless characters like Crush (voiced by writer/director Andrew Stanton), the thrill seeking sea turtle. They also encounter a trio of friendly sharks, Bruce, Anchor, and Chum. They have sworn to never eat a fish again. They also run into some potentially deadly situations with an ugly deep sea fish, also a huge swarm of jellyfish, and a whale. Marlin and Dory must tough it out and make it to find Nemo.

Meanwhile, Nemo is now the new addition to an Australian dentist's office aquarium. There he meets some interesting characters. Peach the starfish, Bloat the blowfish, and more sea dwellers. There Nemo tries to fit in, becoming a member of the tank named ""Shark Bait"". He tries to help out Gill (William Defoe) with his plan to escape from the tank and get everyone out. Nemo must come through in order to see his father ever again. A local pelican named Nigel (Geoffrey Rush) also tries to help out in the escape. Word has spread around the world of Marlin's trip to find his son, reaching Nigel.

FInding Nemo is an instant classic. With great lines and unforgettable characters, this movie is a delight. The animation itself is remarkable. It's as though the fish are really swimming. You can even see particles floating in the water. Light shines through and currents make the fish and surrounding react. The animators have done their homework for this picture.

This movie is quite an experience. It is a film the whole family can enjoy for years to come. It is a timeless adventure that people can enjoy. Don't let this film drift out to sea...",10
13 June 2003,Space,"I'll be totally honest and confirm to you that everything what they say about this movie is true. It's a brilliantly animated masterpiece with lots of humor that actually works and a plot that really brings tears to your eyes from time to time. The modern artists of Pixar never cease to amaze the audience in expanding their horizons. Finding Nemo is visually stunning and you can have nothing but respect for the people who created it.

I was more or less skeptic about watching it, because it was so overhyped ! Two days before it got released in my country, the TV and press loudly announced that the DVD broke all records in the USA during its first release-day. That's usually a sign of being typically mainstream and fake...but Finding Nemo is not. I'm allergic to fake sentiment and pathetic feel-good movies but I was really touched by this one. The moral and valuable life lessons are always present, but they're not shoved down your throat or thrown in your face all the time. This movie really relativates itself and that's important for a good comedy. And it's hilarious !!! Every side character in Finding Nemo (and there are a LOT of them) is exceptional and worth a mention. And the voices are cast perfectly as well...like the voice of Willem Dafoe for Gill, for example...a perfect choice. The character of Dory ( speaks through the voice of Ellen DeGeneres ) steals the show. She's an adorable blue fish who suffers from amnesia. She forgets what she's doing or going to every five minutes and that really leads to hilarious situations.

Movies like this aren't just being made for children exclusive... They're good for everyone to realize you have to entertain yourself from time to time and just to enjoy the little things in life. I recommend this to everyone in the world. No matter if you're 9 or 99 years old, Finding Nemo will bring a smile on your face and leave behind a warm feeling in your heart.",
22 May 2003,Worth your time.,"Okay, Disney and Pixar did a fabulous job. The images were so great, the storyline was typical but fun, the characters were well-defined, and the sound was emotive and effective. And, who could not love a flick that makes references to The Shining, Psycho, and other quality films?

I seriously got attached to the little Clown fish, Nemo. The movie just sucked me in. Anyway, watch it. It's worth your time, especially if you enjoy Pixar animation. The first 10 minutes is a visual overload in a good way. Very good way.

By the way, the voice of Jesus (Willem Dafoe) embodied by a Tiger fish? Awesome.
11 out of 12 found this helpful. Was this review helpful? Sign in to vote.
Permalink",
17 March 2021,It was awesome,"I am not an Animation fan and always just avoid watching it.But after watching this, I fall in love with animated movies.It was quite interesting seeing fishes daily life though I know it's not real but somehow I am just mesmerised by it.I never think about what fishes do, do they study,do they really live in fear,who oppress them bla bla. And how the father find it's son was quite interesting. The aquarium incident leaves me really believe tbat do they really did that in real life🤣
6 out of 8 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
23 October 2008,The little fish movie that could.,"My Take: Simply magical, down to the last computer-animated detail.

I was at least 13 or 14 years old when this came out, and only now am I reviewing it. But that can't stop me, I have to lay out my sentiments for this clever and occasionally brilliant animated achievement. Not only is it the best, so far, in Pixar's portfolio of animated films, it's one of the very best animated films ever made, period. FINDING NEMO is a well-told fairy tale adventure, but a well-told story is only a bonus compared to the film's awesome look and feel. The movie is visually stunning, with images that flow like living paintings, some of which almost but leaps out the screen. The movie is beautifully crafted, and sometimes, I almost didn't care about anything else. Almost.

On the contrary, the story is quite simple. After a tragedy introduced in the opening scenes, Marlin the clown fish (voiced by Albert Brooks) becomes too over-protective of his last son Nemo (voiced by Alexander Gould). Every move he makes is always under the watchful eye of his over-protective father, who couldn't afford to lose him. To prove that he can walk with his own two feet (or is that swim with his own fins?), Nemo approached an anchored divers boat and is abducted by two curious divers and taken far off the Great Barrier Reef. Marlin, guilty for his loss, is determined to find his son, captured by a dentist and placed inside a too-small-for-a-fish aquarium in the dentist's clinic. Along his side is a joyous yet forgetful fish named Dory (voiced by Ellen DeGeneres) who gives a helping fin a long the way, whatever she can remember.

This is quite an adventure too. Not only are we introduced to a closer-than-life-like reef, we are also introduced with a clever and elaborate band of characters, including a trio of sharks who swore their lives to be vegetarians (until the call of the wild kicks in), a couple of surfer-dude turtles, a charade-playing school of fish and many other wonders. The animation here is, by far, the most brilliant ones I have ever seen. A colorful and life-filled reef, a forest of jellyfish and a crystal-clear aquarium filled of plastic ornaments have never looked more pristine in this lavish and elaborate adventure. But other than its brilliant design which is considerable enough to recommend the picture, the film is not without a good story, and it is told well. The characters have a great deal of features and characteristics. This is most evident on the character of Dory, who not only has the showmanship of the voice who dubbed her, but also the delight we expect from a true family film.

If the story may not apply to you, or you might find it cliché, then FINDING NEMO will still do as a brilliant eye-candy, with one of the best sights I have ever seen in an animated film then and now. Sometimes, sitting in front of a theater or even the small screen and just let the elaborate visuals flow right through you is more than enough to see a movie. Sometimes it's a movie like this one that reminds you the fun that going to movies are.

Rating: ***** out of 5.",10
5 July 2020,Great Movie For Anyone,"Finding Nemo is a very good movie and is really rewatchable! The characters are great and the story is heartwarming. The film is never boring and brings constant laughs for everyone! I highly recommend this film!
5 out of 6 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
30 September 2003,The now-traditional mix of adult wit and kiddie laughs  although less sharp than usual (but still very funny),"Scarred by the loss of his wife and eggs, Marlin has over sheltered his only child, Nemo. However when Nemo's first day at school comes about, that mothering leads Nemo to swim out to the open ocean where he is caught by a scuba diver and be put in a fish tank far away. Enlisting help from the forgetful Dory, Marlin tracks the boat and his ocean adventure begins.

Now as much as a tradition as national holidays, the latest Pixar animation arrives in the UK on a wave (d'oh!) of hype and marketing. Officially the biggest summer film in the US and all over buses and Happy Meals (which seems a little perverse when you think about it) it is hard not to want to see it or prevent your kids from demanding they see it. Happily the well establish benchmark of being kiddie friendly but fun for adults is maintained and the film does exactly what you know it will. The plot is a little like Toy Story's quest but is fleshed out enough to be interesting and the themes of `letting go' and loss are actually quite well handled and will speak more to adults than kids.

The slight problem with the film is that is does do just what you expect and the `animated film with adult wit and kiddie characters' stuff is hardly cutting edge anymore. However this is a picky flaw as it is still very good fun. It may not be the strongest of this genre, indeed some bits flag and the sentimental core, while a break from cruel humour or sarcasm, does then to slow things down a bit at times.

The adult references are all good but not as frequent as I'd have liked  they seem to be separate from the main flow where I wanted them integral with all of it. Clever homage's to Jaws (Bruce was the pet name of the rubber shark) and The Birds are distracting and make you feel good about yourself, and the banter is mostly witty if lacking a real sharpness at times.

The voice cast are all good are quite an all star bunch. Brooks does a workmanlike job in the lead  it must be said I didn't think he distinguished himself but then he did have to carry the moral weight of the film. DeGeneres is much better and her dippy character is a delight at times. The support cast is not as deep and fun as in other films  Janney and Dafoe are both fun in the tank (as are all the tank characters) it's just that none of them are really consistent. My favourite characters were the one word seagulls  `mine?'

Overall I have been unfair to this film in my review. If I saw this in isolation I would be praising it to the roof, however using the others as a benchmark this does have a few weaknesses that show signs of wear and tear in the genre. Not to cancel everything I have said, these weaknesses are all things that I realised after I had watched it  while I was watching it I was too busy laughing! Biggest downside for me though  no comedy outtakes, booooooo!",
11 May 2005,Pixar has gone beyond our limits,"Pixar has made some of the enjoyable films in the past years: The Toy Story films, Monsters, Inc., and A Bug's Life to name a few. What makes these films interesting is the designs of the films as if they look identical to real life; now the creators have made underwater more realistic than ever in ""Finding Nemo"" where the waves of the water seem to have life of its own.

""Finding Nemo"" is a story of a clown fish name Marlin (Albert Brooks) who takes on the responsibility of his young son Nemo after the mother and the babies were killed off screen. Now as a single parent, Marlin worries about everything that his young son does, even when he goes off to school for the first day.

There is a universal moment in about every Pixar movie where there is always a human nature to relate towards the animated films; with Marlin's parental worries as a single father, most of the dads in the audiences can relate to him, especially when Nemo is kidnapped by a sea diver after getting near a boat.

Marlin goes through the sea of Australia where he meets with a blue coral fish name Dory (Ellen DeGeneres) who has STM (Short Term Memory) where she can remember things and than forget until the final moment. They go on adventures from escaping sharks, getting sting by jellyfish, swimming with turtles and going inside a whale's mouth.

As for Nemo, he's inside a fish tank in a dentist office where he meets with characters that have been capture by the dentist; the leader of the pack is Gil (Willem Defoe of Spider-Man) who has been trying to free a bunch of sea-animals and with Nemo, they have a chance.

""Finding Nemo"" is funny and touching where like any other film, where audiences get to learn a lesson about letting go of their young ones as they go out into the world, but also have a good time.",10
1 December 2015,Fishing for courage,"I'll be totally honest and confirm to you that everything what they say about this movie is true. It's a brilliantly animated masterpiece with lots of humor that actually works and a plot that really brings tears to your eyes from time to time. The modern artists of Pixar never cease to amaze the audience in expanding their horizons. Finding Nemo is visually stunning and you can have nothing but respect for the people who created it.

I was more or less skeptic about watching it, because it was so overhyped ! Two days before it got released in my country, the TV and press loudly announced that the DVD broke all records in the USA during its first release-day. That's usually a sign of being typically mainstream and fake...but Finding Nemo is not. I'm allergic to fake sentiment and pathetic feel-good movies but I was really touched by this one. The moral and valuable life lessons are always present, but they're not shoved down your throat or thrown in your face all the time. This movie really relativates itself and that's important for a good comedy. And it's hilarious !!! Every side character in Finding Nemo (and there are a LOT of them) is exceptional and worth a mention. And the voices are cast perfectly as well...like the voice of Willem Dafoe for Gill, for example...a perfect choice. The character of Dory ( speaks through the voice of Ellen DeGeneres ) steals the show. She's an adorable blue fish who suffers from amnesia. She forgets what she's doing or going to every five minutes and that really leads to hilarious situations.

Movies like this aren't just being made for children exclusive... They're good for everyone to realize you have to entertain yourself from time to time and just to enjoy the little things in life. I recommend this to everyone in the world. No matter if you're 9 or 99 years old, Finding Nemo will bring a smile on your face and leave behind a warm feeling in your heart.",6
10 June 2007,Cute and pleasant fare for the kids,"Okay, I am NOT a huge Nemo fan, but considering the film's modest pretenses and how much kids loved it, who am I to complain--especially since the animation is so nice? Plus, the film is much, much better than the knock-off film, SHARK TALE.

The film has one of the simplest plots I have ever seen in a kids movie. Nemo loves his dad and vice-versa. When Nemo is captured for a home aquarium, the timid dad springs to the rescue with rather predictable results. There are no major surprises BUT the journey along the way is pleasant and cute. The kids will no doubt love it but some parents may find it a bit ""sticky"" and shallow like I did. But considering how much fun my daughter had watching it, this can all be forgiven.
5 out of 8 found this helpful. Was this review helpful? Sign in to vote.
Permalink",8
8 March 2006,Pixar's best movie.,"I didn't see this movie until it came out on DVD. My family and I don't go to the movies very often, mostly because there's hardly anything worth seeing.

But this movie was absolutely flawless. The voice cast was super. The voice of Nemo is Alexander Gould, who is 11 years old now. I saw his picture, and I really like his smile.

""Finding Nemo"" is a classic. It'a among my favorite movies, and is a movie everyone should see. Unlike about 96% of movies, this movie is Rated ""G"", and can be viewed by children. There might be a few moments when it gets ""scary,"" but they soon turn into comedy.

Watch ""Finding Nemo"" and I think you'll be a happier person by the end of the movie!

My Score: 10/10.",10
