Date,Title,Review,Rating
22 January 2021,Heath Ledger,"If someone else acted as Joker, I would give the movie 7-8 stars. The majority of people ended up loving the villain more than the hero, and that rarely happends in movies.

Rest in peace Heath Ledger.
112 out of 139 found this helpful. Was this review helpful? Sign in to vote.
Permalink",9
2 October 2017,Perfect balance between action and drama with an unforgettable villain,"Confidently directed, dark, brooding, and packed with impressive action sequences and a complex story, The Dark Knight includes a career-defining turn from Heath Ledger as well as other Oscar worthy performances, TDK remains not only the best Batman movie, but comic book movie ever created.",10
9 December 2020,Christopher Nolan back at it again.,"What can I say, it was made by Christopher Nolan so it has to be good. Amazing action. Amazing characters. Amazing director. And amazing cinematography. The Dark Knight has everything. And like everyone said, Heath Ledger had a performance of a lifetime. This movie is just absolutely great.

Overall rating: 9.4.
28 out of 34 found this helpful. Was this review helpful? Sign in to vote.
Permalink",9
1 November 2013,Heath Ledger makes this great,"Batman takes on the crime lords with the help of Lieutenant Jim Gordon and District Attorney Harvey Dent. However an even bigger evil rises to terrorize Gotham.

Maggie Gyllenhaal is an improvement over Katie Holmes as Rachel Dawes. Aaron Eckhart adds a good performance as Harvey Dent. In the end, this is Heath Ledger's movie. He overpowers everybody. His early death may have immortalized him, but my opinion isn't inflated. His presence is electric. It helps that his character is so ridiculously crazy. His motivation has nothing to do with power or money which is so mundane. He wants chaos and that is so much more fascinating. Heath Ledger makes this movie great. And it surpasses the series reboot 'Batman Begins'.
34 out of 46 found this helpful. Was this review helpful? Sign in to vote.
Permalink",9
17 July 2008,The dark and sinister mood of the film really sets the theme of the movie,"Confidently directed, dark, brooding, and packed with impressive action sequences and a complex story, The Dark Knight includes a career-defining turn from Heath Ledger as well as other Oscar worthy performances, TDK remains not only the best Batman movie, but comic book movie ever created.",10
21 July 2008,"""I think you and I are destined to do this forever.""","Confidently directed, dark, brooding, and packed with impressive action sequences and a complex story, The Dark Knight includes a career-defining turn from Heath Ledger as well as other Oscar worthy performances, TDK remains not only the best Batman movie, but comic book movie ever created.",10
14 July 2008,Batman at his best and beyond,"Confidently directed, dark, brooding, and packed with impressive action sequences and a complex story, The Dark Knight includes a career-defining turn from Heath Ledger as well as other Oscar worthy performances, TDK remains not only the best Batman movie, but comic book movie ever created.",10
16 July 2008,The sequel we deserved to the Batman we wanted,"I used to leave a theatre after seeing a highly anticipated movie, specifically a sequel, and be so revved up about what I saw that I would declare that movie to be the best of a series. After each of the prequel ""Star Wars"" films, I rated that one the best, as good as any of the originals...for a time, until my opinion balanced out and I had a more well-rounded take. For that reason, I steer away from that mindset, and did for ""Dark Knight"".

Though my opinion is solidifying already after having seen a Warner Bros. screening last night, ""Dark Knight"" ably stands on its own with or without ""Batman Begins"". At a two and a half hour runtime, it's definitely an epic of a movie, but one that never runs out of gas. A delightful addition to this experience was a healthy amount of IMAX footage, which significantly adds to the feel of being on a personal, and gruesome, tour of Gotham City.

Christian Bale plays such a well rounded Batman and Bruce Wayne, qualities that none of those who have donned the cowl before him have pulled off. I still have to remember that Bale is British since he speaks with such a spot on American accent. Bale has a particular slurring lisp that serves him quite well, charmingly for Bruce Wayne and threateningly for Batman.

Countering him is the late Heath Ledger, who plays such a scary and creepy Joker that I found it impossible to NOT have chills half the time I saw him on screen. What really separates this brand of Joker from Jack Nicholson's portrayal is true unpredictability. It's obvious that, to be a good guy and think like the Joker, it really takes a toll, and it sure isn't easy. How exactly does one take him down when he's woven his harebrained plot around multiple hostages, explosives, or disappearing parlor tricks?

Initially, I was uneasy about how the character of Harvey Dent would be handled. In my mind, there was really only one faithful portrayal of him, and that could be found in the ""Batman"" animated series of the early 90s. As well as Tommy Lee Jones COULD have handled him in ""Batman Forever"", he certainly did not, though it still was a highlight of that movie. Aaron Eckhart ably assumes the mantle here, delivering a performance out of this world, easily on par with the Batman animated series.

Be it known, this caped avenger stands for the good of Gotham City that the police force and its counterparts can't represent, the good that has no jurisdiction, no procedures...and no rules, save for one. I can only hope that we've seen just the prelude to the Dark Knight's upcoming legendary battles with the worst of Gotham City's dark underside.

""The Dark Knight"" gets a solid 10 of 10 stars.",10
16 July 2008,Best. Comic. Movie. EVER.,"Confidently directed, dark, brooding, and packed with impressive action sequences and a complex story, The Dark Knight includes a career-defining turn from Heath Ledger as well as other Oscar worthy performances, TDK remains not only the best Batman movie, but comic book movie ever created.",10
16 January 2021,Best in it's class and much more,"This is the best superhero movie ever made!!!! If you like to watch superhero movies then you should definitely watch this.

However, I must say that this movie is much more than just a superhero movie. If you don't like superhero movie but want to watch a good drama/action movie then this is one of the best.
41 out of 52 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
16 July 2008,Heath Ledger is a ledgend!,"Well here it is, one of the most anticipated movies of the year so far. How was it? It was excellent. By far the best Batman film ever made and of course it will be one of the most memorable action films for a long while.

Everyone was waiting to see how well Heath Ledger performed as The Joker in this film. He definitely deserves an Oscar in his honor. The character was so dark and creepy that it sent chills up my back. Compared to Heath's other films like '10 Things I Hate About You' and even 'Brokeback Mountain' proves that this man could actually act, doesn't matter what character, he could do it.

The film's storyline has many twists and all are rewarding, the story is developed constantly after each scene, making you wonder what's next. Excellent craft and flows well towards the conclusion.

During the film on the scene with Batman against the Joker, Bike vs Truck. People thought this was the ending. No, it kept going which was awesome, the story kept getting darker and darker, I guess that's why they called it the 'Dark' Knight as well as the relation to Batman himself.

The cast was great. With Christopher Nolan playing Batman, good performance, Heath Ledger played extremely well, Maggie was annoying at times, but still deserves to be praised. Michael Caine and Morgan Freeman had minor roles which satisfied the audiences. Aaron Eckhart starts with a minor role which slowly progresses and becomes evil which is quite surprising and entertaining to watch.

Great directing made the movie enjoyable, they added more action this time which made the film feel powerful, lighting was done well especially showing Harvey/ Two Face's face in the many moods he displayed.

Great explosions made it entertaining. Made you feel great that this is finally the best action to come in a long time.

This movie deserves a 10/10 rating and credit on behalf of the great young actor Heath Ledger's life. (May he R.I.P) His performance made what this film is right now.

I recommend this film for any action fan, especially a Batman fan. Or if your even a Heath Ledger fan. Go ahead right now and see this film. It's great!",10
24 November 2019,Mindblowing,"I thought I was getting a clever comic book movie. Instead, I got a profound, chilling introspection on good vs evil with allegorical references to God vs Satan, good vs evil, and social-political and true life realities that made me cry as the credits rolled at just the powerful, brilliant fil experience it was.

I was enthralled and mesmerized with what the director and writers were doing to something that was only supposed to be a Batman movie. I've now seen it at least 10 times, and I still get the same feeling. This is big budget, blockbuster filmmaking at its absolute best for the ages, a top 10 movie of all-time.
17 out of 22 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
14 January 2021,9.4 Top Contender for 'Best Superhero Movie',"*level of enjoyment* #10 top tier - from start to finish The Dark Knight has you on the edge of your seat, enjoying every minute

*likelihood to recommend* #10 highest recommendation - if you haven't seen it, watch it, it is a masterpiece, the downside? likely to put all future Batman features to shame

*quality of acting* #9 excellent - Bale is the gold standard Batman, gruff, tough, aloof, positively fueled by the tragedies of his dark past. Ledger is the nightmare villain, twisted, evil, unapologetic, irrational, completely void of a moral compass

*quality of writing* #10 perfection - one of those movies you wish you could have a memory edit in order to watch again and again

*quality of intangibles* #8 excellent - visual is on point, dark gloomy Gotham, perfect setting for a hero to operate and succeed from the shadows very good - music and sound puts viewers in the mood and anticipating the next intense scene",9
16 July 2008,Certainly Dark - Worth The Wait,"Confidently directed, dark, brooding, and packed with impressive action sequences and a complex story, The Dark Knight includes a career-defining turn from Heath Ledger as well as other Oscar worthy performances, TDK remains not only the best Batman movie, but comic book movie ever created.",10
12 January 2021,Perfect combo,"Best movie ever. Heath ledger's work is phenomenal no words......
256 out of 281 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
