Date,Title,Review,Rating
13 March 2023,Bit incredulous at the amount of Oscars....,"Firstly I should say I thought the actors did put in some very good performances and I can see why they were nominated although as to whether they deserved to beat some of their competitors is another matter.

I have to say I found this film to be tedious and almost unenjoyable to watch. It feels like a film made for the TikTok generation - no overall coherence with nuggets of scenes rammed together. Is this a film I would ever bother watching again - absolutely not.

Yes it is different - in much the same way The Artist was (and who talks about that film anymore?) but that doesn't make it good. It aims for a profound message whilst its style is overwhelmingly superficial. It's a film with little artistic merit or dare I say beauty (I am talking about the scenes and cinematography here not the actors) and it definitely did not move me except to pray it was going to finish.

In short it barely ticks the boxes of what I'd consider to be essential criteria for a great movie. Maybe this is the first of a new wave of this type of film and I am not getting it but when it had finished I felt pretty much nothing.",6
29 March 2022,Bonkers!,"Greetings again from the darkness. It's bonkers, I tell ya'! Co-writers and co-directors Daniel Kwan and Daniel Scheinert, known collectively (by their choice) as ""Daniels"", follow up their 'farting corpse movie' SWISS ARMY MAN (2016) with one that is somehow more bizarre, more audacious, and more fun. It's one of the most innovative films I've seen in a while, and although I can point out influences, I've yet to come up with a movie comparison that seems just or fair.

Every small business owner can relate to the stress Evelyn Wang (Michelle Yeoh) is under as she attempts to organize her documents in preparation for an IRS audit of the laundromat she owns with her husband Waymond Wang (Ke Huy Quan). As if that's not enough, her father is scheduled to arrive the same day. She knows Gong Gong (James Hong) is disappointed in his daughter for the husband and life she chose. And while being crushed with those two events, Evelyn's strained relationship with her daughter Joy (Stephanie Hsu) continues to fracture as Evelyn wants to keep Joy's girlfriend status with Becky (Tallie Medel) a secret from dear old conservative dad/grandfather.

That's just about the end of the ""normal"" part of the story, other than Waymond has had divorce papers prepared, not for the purpose of ending the marriage, but with the hope that the threat might force Evelyn to have a real conversation with him about their relationship. Things start to get weird even before they head to the IRS meeting with an agent played with gusto by Jamie Lee Curtis, but while there, we get our first real taste of the fantastical trip we (and Evelyn) are about to take. Of course, I can't really offer any description of the action that occurs, but nothing is spoiled if I tell you that some characters cross multiple dimensions and universes in an attempt to 'save the world'. While doing this, they mix in some acrobatic martial arts that would make Jackie Chan envious.

It's the rare film where the frenetic pace of dialogue keeps pace with breakneck action sequences. A fanny pack, trophies with an unfortunate shape, and blue-tooth type devices all play unusual roles here, and this film challenges everyone from the actors to the directors to the editors to the fight coordinators. You'll likely recognize Evelyn's husband as the grown-up version of the child actor who played Short Round in INDIANA JONES AND THE TEMPLE OF DOOM (1984), and daughter Joy is portrayed by Stephanie Hsu (a contributor to ""The Marvelous Mrs. Maisel""), who gets to cover just about the widest range of character we've likely ever seen on screen. The estimable James Hong is a riot as Gong Gong. Mr. Hong is now 93 years old with an incredible canon of 450 credits in his 8 decades of work. His presence is quite crucial to the film. It should also be noted that, as we would expect, Jenny Slate shines in her brief role as ""Big Nose"", a regular customer at the laundromat.

As terrific as the cast is, this is really a chance for Michelle Yeoh to bring her full arsenal to the role of Evelyn. She's angry, frustrated, scared, courageous, and even adds her comic timing. Ms. Yeoh flashes her CROUCHING TIGER, HIDDEN DRAGON fighting skills, while also brining a regal presence to a film that requires a strong core. It's no mystery that family and love can solve many of the world's issues, and Daniels have delivered a wild ride that defies simple description. It's a long one at 139 minutes, but you'll thank me later for not saying much more than ... it's bonkers!

Opens in select markets on March 25 and April 1, 2022 and nationwide on April 8, 2022.",8
23 May 2022,Way overhyped,"This film almost unanimously received praise from both critics and audience alike. People even exaggeratedly rank it as one of the greatest films ever or the best they've ever seen. Going into this movie, my expectations were really high And I really wanted to be part of the majority who loves this movie. But unfortunately the opposite happened and I didnt like it. While I appreciate that this movie was made on a relatively small budget and managed to get some things right as it had so much potential with its strong female lead, philosophical component and some good action to move it along. But it fell really short. It is long and meandering. Visually confusing, thematically unoriginal. The first half was repetitive, boring and also quite silly. Half of the time I don't know what are they fighting for or what the heck is going on. And what was supposed to be the multiverse just felt like the characters were wearing silly different costumes. It is not until the last act that things of relevance happened. The performance from the cast was great though.
1,771 out of 2,981 found this helpful. Was this review helpful? Sign in to vote.
Permalink",6
23 June 2022,To Bagel Or Not To Bagel...,"It was my brother who recommended I watch this movie. He said it's crazy, but every time he thought to stop watching it, something else would happen to hold his attention. That wasn't quite my experience although I did stick with it to the end. I was also reminded of an almost identical experience some 20 years or so ago when a friend took me along with him to see a film he was raving about, ""Crouching Tiger Hidden Dragon"" and that missed me by miles too when all that levitational martial-arts stuff started.

Well, I couldn't get into ""Crouching..."" and I'm afraid it was the same for the sensory overload that was ""Everything Everywhere All At Once"". Go with the flow, sit back and let it happen is probably the best way to approach it but in the end, it was all too much for me.

I sort of get the idea of multiple universes, where different versions of ourselves play out different destinies independent of what's actually happening to us in the here and now. Here though, the worlds are about to disastrously collide due to the emergence of an intergalactic super-criminal and it seems the first line of defence is Michelle Yeoh's unlikely middle-aged laundry owner Evelyn whose only concern when we first meet her is to get an almost unrecognisable Jamie-Lee Curtis's hulking auditor to sign off on the business's annual accounts and so keep her in business. Her dull husband then takes this moment to reveal that he's an alternative version of himself from what he calls the Alphaverse and that they are about to have the fight of their lives to try to thwart the approaching big bad super-villain whose identity I'll hold back from revealing.

And that's your condensed plot. There are lots of characters straddling the universes you'd barely noticed earlier who suddenly drop back in and out of what I'll loosely call the narrative. Just when you think you've got a reasonable grip of one plot strand, it completely unravels and takes you in another direction.

I certainly saw things I've never seen before or ever will again in a movie, including characters with hot-dog hands, a bagel as the centre of human knowledge, two inanimate rocks sharing a conversation and then there are the spoofs drawn from original features like ""2001"" and ""Ratatouille"" two films I didn't think I'd ever bracket in the same sentence.

I also found the several attempts at humour to often be way too crude and vulgar for my taste, especially when you get two of the villains looking to boost their powers by sticking a sharp object up their behinds or another baddie getting knocked about by a set of male genitalia.

Good luck to you if you managed to comprehend and actually enjoy this movie, but in the end I'm afraid it overpowered me into resistance. Maybe it was just some giant spoof of all those superhero blockbusters which have obsessed Hollywood for years. I don't know, but despite its successful box-office and the ratings here, I sort of wish that for two hours at least, I'd woken up in an alternative universe where I actually hadn't watched it at all.",3
25 June 2022,What was that?!?,"I don't mind weird films. Truly, I don't. But films that are pointlessly bizarre? Yeah, I'm not a fan of those. This is one such movie. I'd give it a pass if I were you.
608 out of 1,136 found this helpful. Was this review helpful? Sign in to vote.
Permalink",
9 April 2022,"With its strong storyline and amazing parallel universes, this sci fi movie sets a new bar for sci fi","Michelle Yeoh headlines this head trip into the multi-verse. The first part is slow going as this reality is not suggested in the previews and thus somewhat lulls the audience into expecting something different. But what makes this movie really work is its underlying storyline even as reading subtitles and trying to understand what is going on during the first half of the movie takes a bit of mental endurance. Allowing for that though, this movie bursts at the seams in being everything all at once, sequentially that is, in two-dimensions trying to project a four-dimensional reality and a multitude of parallel universes that all include Michelle Yeoh in some form or fashion. This movie definitely breaks through to a new level of sci fi visual delight and sophistication along with a strong storyline. Like Inception (2010), this is a breakthrough movie setting a higher bar of sci fi movies in the future.
386 out of 842 found this helpful. Was this review helpful? Sign in to vote.
Permalink",9
9 April 2022,Most accurate title ever,"This might be the most accurately titled film I have ever seen. Afterwards, my wife asked me what it reminded me of. I was stumped. What genre was it? Hard to say. This is a movie that morphs from immigrant drama to sci fi to Kung Fu to comedy to existential art flick and back again. Then it does that loop again, faster and faster and faster, without ever losing the audience. I saw it in a packed theater, everyone laughing and crying and caring. Perhaps most amazingly, this was a pretty simple and effective relationship story through it all. I don't know if I would rather watch it again right now or watch a documentary about how the film took shape. Either way, I'm glad it exists. I lamented multiverse stories after the last MCU film, and I guess I have to take that back now. It is possible to tell wildly imaginative genre bending multiverse stories. You just don't need superheroes to do it (unless you count the Daniels).
265 out of 569 found this helpful. Was this review helpful? Sign in to vote.
Permalink",9
9 April 2022,The best movie of the 2020s so far,"Apparently the IMDb plot synopsis before this movie's trailer came out was ""a woman tries to do her taxes,"" and really, the plot's so creative and goes to so many unpredictable places that I don't think you should know much more than that going in. It is about a woman doing her taxes, technically, but branches off in a variety of ways that make this an action/adventure/absurdist comedy/fantasy/science-fiction/family drama all in one.

All the tones and all the genres are balanced perfectly. It's masterfully written and overflowing with creativity. The editing is unbelievable and all the elements work together so well. It has some of the funniest and silliest scenes I've seen in ages that mesh perfectly well with some genuinely touching dramatic moments, and it has characters you really come to care for.

The action delivers, too, and there's just the right amount of it. I love how thrillingly strange the film is for a while, then you begin to make sense of it, and then it just keeps expertly piling more and more layers on, and does so over a fast-paced 139 minutes in a way where it never actually falls apart. Also: it has some of the best film references/parodies I've ever seen, for sure.

All the acting is fantastic, too, and everyone understood the insane vision the directors were trying to achieve, and played their parts perfectly. Michelle Yeoh is maybe the best she's ever been here, and Stephanie Hsu, Ke Huy Quan, and Jamie Lee Curtis are all great too.

Maybe original ideas are becoming harder and harder to come by, but for as long as movies like Everything Everywhere All At Once are coming out, the medium of film will never be truly artistically bankrupt. There have been movies that have tackled some of the ideas here before, but never in a way that's this creative, this funny, and this exciting, and the way it takes its outlandish premise and ties it to real life + real world + relatable emotions is so incredibly clever.

I haven't seen every movie of the 2020s of course, but as of writing this, this is my favourite movie of the 2020s so far. I hope it performs extremely well at the box office and gets awards recognition, because it deserves it.

Believe the hype.

Go in knowing as little as possible.

See this movie.",10
11 April 2022,I am a changed man,"Leaving the movie theatre, I can barely comprehend the thoughts swirling around in my head right now. From the intriguing trailer, you wouldn't even begin to fathom the existential depths this movie submerges you under. Only to bring you back to the surface gasping for air just when things are at their bleakest. The directorial choices are the sign of geniuses at work, the acting and cinematography and editing really show that mastery plus effort leaves the roof smashed off the place Everything Everywhere All At Once is perfection in all these regards.

You know it's special when you leave the movie feeling like it was made just for you. Daniels accomplished just that with this work of art coming to me right exactly when I needed it. The themes of family, fulfillment, love, and everything in between hit resoundingly close to home. I'm so glad I got to experience this even if it doesn't win any Oscars which it absolutely ought to. If critics don't carry this little picture on all their best of lists I don't know what to do. The picture itself, Michelle Yeoh in Actress, Stephanie Hsu in Supporting Actress, Ke Huy Quan in Supporting Actor, Original Screenplay, Directing, Editing, Costumes, Visual Effects, Score., Sound, Academy please consider Everything Everywhere All At Once. I know it's a challenge given the absurdity of some of the plot beats of the film but when you boil it down it's a very heartwarming and affecting piece of cinema.",10
9 July 2022,Too whacky and not very funny for my taste :-(,"I love many of these actors in the many roles I have seen them in, but this quirky, artsy, not very funny, hard-to-follow spectacle was not enjoyable at all for me :-( The artsy writer/director tries to mesh intellectual topics with quirky humor, and it just does not work for me! :-(
315 out of 508 found this helpful. Was this review helpful? Sign in to vote.
Permalink",6
9 April 2022,That's what I call a movie,"Non stop action and laughs the whole way through. Everything Everywhere All At Once is the movie that you need to see if you want a great cinematic experience. In my opinion I think this is as good possible better than No Way Home. I loved the acting in this as well.

The way that the directors filmed this movie was also genius. The whole concept of the film was brilliant. Jamie Lee Curtis was also phenomenal as always. This film was just absolutely stunning to watch and to look at. Easily one of the best films of the year so far.
286 out of 665 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
29 May 2022,Nothing Nowhere All at Once,"Did I watch a different movie? The entire beginning was a fast-paced convoluted mess of nonsense, that was also difficult to understand in between the fast subtitles and fast broken English. Sure, the story was unique, but all the attempt at humor was a fail, and thus made the story feel infantile. As for the acting, everyone was pretty much annoying except for Michelle Yeoh, of whom seemed to be the only one working her butt off. It's a very generous 6/10 from me.
347 out of 628 found this helpful. Was this review helpful? Sign in to vote.
Permalink",6
10 April 2022,Good To See Miss Yeoh,"I have trouble turning off my brain. Anxieties, worries, mundane to-dos, even positive things, sometimes feel like they're swirling around in a chaotic funnel cloud and I would like nothing more than to sit in physical and mental silence.

""Everything Everywhere All At Once"" felt like the inside of my head. In a world of non-stop, 24/7 news, most of it bad, how is a person like me, who has trouble filtering out things that affect me directly from all of the other things that are just out there happening in general and over which I have no control, supposed to cope?

One answer is to decide that nothing matters anyway and give up caring. But that means deciding that my wife doesn't matter. And that my kids don't matter. And that art, and nature, and things that bring joy to my life, don't matter.

Another way is to decide that some things, ok maybe most things, don't matter, but that there are things that do, and those are the things that make it all worth it. I get to decide what those things are.

The first approach is nihilistic. The second approach is empowering. This film explores both approaches, and I was a sobbing mess at the end.

I will say there were times that I was a bit exhausted by this movie. It throws a lot on the screen and at the viewer, and occasionally it can't keep up with its ambitions. But this was mostly a home run.

Michell Yeoh does terrific work in this, but the MVP is Ke Huy Quan (Short Round from the ""Indiana Jones"" movies).

Grade: A.",8
12 June 2022,Aimless,"This film wasn't for me. Weird for the sake of being weird. What it attempted to do was something that can't be done. Similar to TENANT, it's a concept of the intangibles with the overall theme of love falling flat because there's simply too much going on.

Hence the name.

It's well acted, well produced with amazing choreography but as a movie its just odd. Original yes, but odd and hard to become attached.
274 out of 474 found this helpful. Was this review helpful? Sign in to vote.
Permalink",6
22 January 2023,Overhyped and Overrated Bad Trip,"I watch and re-watch a lot of movies per year as a hobby (no money involved), and today I have 9988 reviews in IMDb. Last month, I received an email from IMDb listing ""Everything Everywhere All at Once"" as one of the Top-10 movies of 2022. In IMDb, it is informed that this flick is nominated for 10 BAFTA Awards, 240 wins and 351 nominations. I can only understand that this is a heard behavior to the promotion of studio, using ""professional critics"" and press to promote such a garbage. I cannot envision a normal being, without financial interest or being manipulated by critics, to enjoy this crap. It seems to be a bad trip of the writers turned into a movie by insane productors. In the end, this film is 2h 19 min of complete waste of time. My vote is one (awful).

Title (Brazil): ""Tudo em Todo Lugar ao Mesmo Tempo"" (""Everything Everywhere All at Once"")
1,928 out of 3,033 found this helpful. Was this review helpful? Sign in to vote.
Permalink",1
28 June 2022,Insufferable Intolerance All at Once,"A lousy movie. The underlying themes are the best there are but are used in a way that is nothing short of shameful. Two and a half hours of pure dementia, arrogance and useless effects without any substance. I wonder how this film can be considered as the best of the first half of 2022. A waste of time, health, expectations and enthusiasm. Garbage.
32 out of 45 found this helpful. Was this review helpful? Sign in to vote.
Permalink",
24 August 2022,SP🎯T-🎯N Magnificent.,"Michelle Yeoh and the rest of the cast and crew KNOCK this mind-bending, mile-a-minute, multi-universe film right out of the entirety of space and time, and take our minds, funny bones and our hearts along for the ride!!! In short, this film is ingenuously, honestly, chaotically, beautifully, disgustingly (in parts), quietly, reflectively, frantically, open-heartedly, MAGNIFICENT.

I giggled, laughed, snickered, cried (in both senses) and mostly, FELT.

It is one of the best films of our time, and I say this truly and with my heart on my sleeve: 1). If you have not seen it, don't waste another minute without seeing it. It is more than a film - it is an EXPERIENCE. 2). If you are someone who has seen it but were not quite transported through the exquisite subtleties or the outright power of this film, do YOURSELF a favor (I mean that) and watch it again - this time maybe with subtitles throughout the entire thing so as not to miss one iota of its utter brilliance. 💞",10
8 April 2022,Pinkies for peace,"If you get weirded out just stay through til the end. It's worth it I promise. Thanks everyone who helped this movie be made. In a time when there's so many remakes and more of the same this is a wonderful original movie. Enjoy it.
208 out of 501 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
